,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
241,41.34358381901639,197762.0621588125,85.51051603390675,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,16,16.0
245,43.99056714005511,210752.59289220587,88.20743227168091,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,11,11.0
246,39.96522201183347,169392.08564974144,77.34853374235612,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,58,58.0
248,48.622011458338186,264320.1653598929,118.9755808535019,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,23,23.0
249,42.107256088137774,220557.1077879564,102.94409410558718,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,,,30,30.0
250,35.18534633545022,111157.64707416212,45.23872312052711,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,,,7,7.0
254,46.96901808528633,204965.40674154702,94.9273793313218,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,3,3.0
256,45.169813113744276,199311.48942932114,90.88226478071368,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,17,17.0
257,40.30055652266572,162813.50610328847,68.28372578084698,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,18,18.0
258,35.22599246553126,138304.9448484408,55.49300685490353,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,64,64.0
259,43.71022400850339,183865.78516671047,79.80057165201933,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_26_35,sex_female,,,30,30.0
260,45.08616475524771,174586.11509427385,72.12974997796547,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_26_35,sex_female,,,14,14.0
261,43.300393962620284,214805.24861376247,94.96997364486302,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,86,86.0
262,33.1452619173215,102291.84603799149,41.063083358408235,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_36_45,sex_male,,,9,9.0
265,41.05928546264569,197613.55128631653,84.27967787417109,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_female,,,27,27.0
266,40.838555769320024,190349.19657188468,78.52661319466358,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,16,16.0
267,29.691230952113575,90915.64980766246,39.63032872362014,Cooking_no,Lighting_yes,TV_no,Urbanity_Urban,Education_Elementary_School,Size_4,age_66_75,sex_male,,,9,9.0
270,34.57805507647673,97625.75603471807,47.29493249887435,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,,,21,21.0
271,47.12532911346022,235025.79368930613,102.92494803536339,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,88,88.0
272,40.8453796922848,194500.04173681414,80.23362192660765,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,16,16.0
274,29.918579152935084,79699.44576133012,32.40001559094621,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,5,5.0
275,36.620054836887846,149168.10933266632,61.605420878597904,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,12,12.0
276,37.872929425746165,136816.46997858898,64.78167284954594,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_female,,,7,7.0
278,47.01833979477372,237902.01281984523,108.91974916881134,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_76_85,sex_male,,,8,8.0
279,44.75491096967105,219562.6099564429,97.15414500508422,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,100,100.0
281,39.890549772895646,164525.92195624538,76.24928889789737,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,55,55.0
282,41.234864106136996,165283.6290019174,76.55764150844615,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,36,36.0
283,42.30953804963521,170269.47293577882,68.0323927356761,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,32,32.0
284,42.89562434923308,216770.0718129779,96.44952922612006,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,49,49.0
285,51.336500724612506,272460.4618044388,121.5125684041302,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_7,age_46_55,sex_female,,,31,31.0
286,41.25370360134501,165686.57125410365,78.2945812110159,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_76_85,sex_female,,,6,6.0
288,36.901058820512404,111980.86870032901,52.70638412264417,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,,,3,3.0
289,33.399943259500425,123878.91654917554,59.54826598284905,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,,,10,10.0
291,47.12092481130626,229628.3401757387,101.00972120301937,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_66_75,sex_male,,,22,22.0
292,43.92672007967068,205756.06552603282,99.21457950133177,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_male,,,48,48.0
293,43.82700665126605,205165.7147265677,93.97126794552281,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,8,8.0
294,45.499346834051885,196653.30262969786,90.72118528576715,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,27,27.0
295,46.92748032609088,222800.26494335922,96.17952002370866,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,80,80.0
296,35.7734949872431,165026.67691300678,75.42132169441437,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,27,27.0
297,35.06744762296226,135481.49101741015,63.294335153916286,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_female,,,31,31.0
298,39.58899766980383,154356.11362619867,63.95868951319036,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,14,14.0
301,41.926163545547396,206423.05249761828,86.03815227034187,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_6,age_36_45,sex_male,,,4,4.0
302,33.81005871600251,99871.46696033038,39.83183992834036,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_male,,,43,43.0
306,39.70806164427812,168534.83581167538,76.82850007591281,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,74,74.0
307,35.25011459778012,145251.96018211768,67.11416094049589,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,,,33,33.0
308,40.05082524986519,175979.47178532995,80.64331097376215,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,53,53.0
310,36.16629191901788,132507.58116314185,61.39464547898635,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,,,1,1.0
312,39.211840046877334,163594.43755169428,74.64694926449747,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_female,,,4,4.0
313,43.03197214996379,196450.24543672512,81.85952176975934,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,11,11.0
314,45.230627406433975,212985.2122970704,87.66896391725496,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,15,15.0
320,45.54024577808138,206957.65451185935,91.61176549794888,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,12,12.0
321,32.26825248913562,89876.83996950305,36.97950159070798,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,,,40,40.0
322,38.63820806374456,164958.58312616093,64.81195665031291,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,54,54.0
324,30.13268067219509,85507.29178445152,34.020780887182305,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,,,5,5.0
327,42.265169653987215,167825.5054564221,80.62759150161952,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_female,,,13,13.0
328,39.06089808966119,153264.72867361427,68.22394027263579,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_19_25,sex_male,,,11,11.0
329,39.07488841888338,126427.52834775356,56.70038248377334,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,,,27,27.0
330,45.32989875816994,237668.504662052,109.5199076311305,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,13,13.0
338,44.41526589368224,220586.644804008,100.52254393011889,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_male,,,42,42.0
340,44.24287520436027,213102.1753294807,104.07143366442233,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,22,22.0
341,43.45457767436222,174296.15150919335,80.80049795023764,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,38,38.0
342,43.94996853176926,205408.5125385482,88.76798910941247,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_46_55,sex_male,,,18,18.0
343,40.424440721909775,184080.5220596223,78.97532919624808,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,,,41,41.0
344,41.072919665319425,175227.4884135029,79.84032612956193,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,58,58.0
346,43.25794649929992,183954.67796707305,84.678398779815,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_8,age_26_35,sex_male,,,20,20.0
349,45.83317521754515,237941.4344865223,109.65860218736826,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,13,13.0
350,46.25484704592906,214593.73373706065,94.60985412107865,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,70,70.0
352,38.82658157360064,157752.88888738642,66.06500930344276,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,17,17.0
353,46.80084875968518,231305.5456880777,100.26015684568378,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,95,95.0
358,38.609433303155605,183171.27985427267,82.6215257886764,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,67,67.0
359,38.46819930203666,164048.5493647223,75.81969786353318,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_8,age_46_55,sex_male,,,27,27.0
360,42.972516070432825,197181.2970779369,89.3048872272764,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,21,21.0
362,39.034346722737695,177200.71006398907,72.13964647604962,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,50,50.0
363,46.975581383282176,237873.45103373466,109.26749940697614,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,18,18.0
364,43.13503122379456,183390.3033233337,77.31360643383113,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,62,62.0
365,41.45255130560326,187289.1057906755,88.48974711634962,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,73,73.0
366,43.177733613102596,185279.0337735918,81.40762706203002,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,98,98.0
367,41.0501801814178,202013.47198923831,95.05641077149312,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,17,17.0
369,42.84846039344869,201805.05003759163,89.54665709947994,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,,,43,43.0
372,49.82968083518174,244159.0526217495,108.9863520861267,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,21,21.0
376,43.476377970280225,231541.7186570959,104.94915372293423,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_46_55,sex_male,,,39,39.0
382,40.85376794482946,164320.35392984902,69.15402879144523,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,10,10.0
383,48.87164219051047,241555.28383536532,109.38127317100951,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,11,11.0
386,37.342416327425525,155091.55238218178,72.24546202049675,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_4,age_46_55,sex_male,,,1,1.0
387,44.260495752507154,193688.02169238,84.22566720478098,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,21,21.0
388,30.682899585370738,106860.04304216053,49.301808303902064,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,,,2,2.0
390,37.538523556002126,175745.86515494785,74.20985904520845,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,63,63.0
391,41.07020008970597,160446.82432258097,77.7666357166339,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_46_55,sex_female,,,39,39.0
398,45.227987544946096,206395.05571541406,99.96891081402106,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_female,,,16,16.0
399,49.9263618183194,241790.84851018863,113.37329043440724,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,20,20.0
400,46.526557418923346,211536.14392442926,93.81881325287708,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,74,74.0
401,36.19648515709884,139410.07778677778,57.204184363390716,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_36_45,sex_male,,,12,12.0
402,45.07444242800525,221714.72101036296,101.17477676157851,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,,,41,41.0
404,43.20347320121234,222177.78910990004,98.89514348009106,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,73,73.0
407,38.74230389308725,200344.1485846007,91.22225968275959,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,12,12.0
408,40.152826354151046,177182.00802736587,79.18020691302532,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,32,32.0
409,50.80517660933268,228871.4786363529,101.05615271760882,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,79,79.0
413,36.9921168886304,163128.02992463473,68.53659175607643,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,9,9.0
414,38.37681169282497,199649.4333835684,92.70387930122429,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_66_75,sex_male,,,16,16.0
415,35.069874687007875,131004.07465991481,59.978839619663354,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_26_35,sex_male,,,21,21.0
416,45.11462694473,232247.47053401466,104.146590724546,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,15,15.0
417,38.153465831003,147533.0637170566,61.616919016722406,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,14,14.0
418,41.52154912369954,195086.53346776182,78.58549795458313,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,,,9,9.0
423,31.822148951684667,98697.20158491221,39.61675693502915,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_46_55,sex_female,,,1,1.0
424,46.85006018666768,215443.95810522212,94.23612047533197,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,89,89.0
426,46.15196196177144,236753.47721768898,104.76223696652251,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,,,14,14.0
432,39.61755404466374,183959.47030854825,81.82301269555349,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,62,62.0
433,35.32453237726444,109382.70826935537,51.30585873647239,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,,,37,37.0
434,43.10801921079865,189507.64217192007,86.89488682196422,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,86,86.0
436,37.505854107018685,117074.97183176508,46.534888831179245,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,,,2,2.0
437,29.988136830758425,86912.86375832745,34.07462227778036,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,,,45,45.0
438,30.652364428933243,89470.59797360569,42.07139369059135,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,,,50,50.0
440,43.422287674110976,212868.96010829962,95.19309036315852,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,,,55,55.0
442,46.60783571166912,200203.5715567756,89.13500411199658,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,25,25.0
445,47.04695962788671,234515.37713551073,101.78068101250699,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,12,12.0
446,41.64243973336437,206029.13650466115,93.98279342453037,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,15,15.0
451,44.51271425650485,198470.77540675673,85.74986857068242,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_19_25,sex_male,,,8,8.0
453,41.96600229671656,172804.92210957722,75.91241426654514,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,61,61.0
454,33.51578567150466,123896.73506636005,51.7061852752166,Cooking_no,Lighting_no,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,33,33.0
457,27.165713489861265,42676.20051989918,15.640091592364541,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_female,,,33,33.0
458,45.70044843446143,218003.59721594027,96.11666758479743,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,103,103.0
461,44.99915637646989,216458.61268545032,97.18143655437193,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,20,20.0
462,39.32318749160489,141492.84592959733,57.30902188884582,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,50,50.0
463,37.03929862334195,166280.02058114661,65.69751387999665,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,,,13,13.0
464,45.5377371438109,212342.88124830922,88.65702387932392,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,23,23.0
466,42.990543543766954,186684.28601402926,85.46045823219951,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,91,91.0
467,37.15940437810988,132847.8388509621,62.905002091304105,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_female,,,8,8.0
468,45.35298797842657,203662.8418418542,94.66534210816573,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_9,age_36_45,sex_male,,,17,17.0
473,40.52185148062501,144493.08952115435,61.33921289792533,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_male,,,17,17.0
474,41.429180680814994,158880.06114841806,74.29488594105396,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,,,6,6.0
477,49.14102790177744,236552.0766080975,102.77084629562623,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,13,13.0
480,42.569425222200366,207578.4325411965,94.85372144253478,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,15,15.0
483,39.31401909948236,160509.01428608413,64.42439494926015,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,,,36,36.0
485,43.69258908136059,202508.3292988329,94.15324980498421,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,29,29.0
486,41.764148617378204,192279.85595751586,84.43676747040054,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,26,26.0
488,31.444256830944106,94471.46730845637,45.250376477951335,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,,,29,29.0
489,44.59848143137744,202014.33356921977,98.12164621007582,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,,,8,8.0
490,42.81471441056821,169007.98706563262,68.68065846445685,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,36,36.0
492,41.07255710580357,184945.8321206046,82.34225452465617,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,16,16.0
494,39.2634761288183,187582.09731986004,83.08953778410495,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,12,12.0
495,35.00565694995902,117364.56044095756,56.2365997058951,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,38,38.0
496,36.97290956156703,131236.40027583414,62.11734374355655,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_76_85,sex_male,,,2,2.0
498,41.57496781581782,179107.09892370086,81.29427385776339,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,50,50.0
501,41.93062524006292,178417.17813815226,73.22782059699108,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,46,46.0
502,36.79266714745362,98030.34902811912,47.83177574213681,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_female,,,13,13.0
504,42.35867979445253,198214.7394651686,92.82597124127288,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,17,17.0
505,39.37848116797965,173703.0819699792,80.28425474310193,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,67,67.0
508,47.25331147096622,238075.2652231565,107.87710988899387,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,19,19.0
509,38.408745862030294,126090.98361490053,49.45124461793249,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,41,41.0
510,48.73611245087993,228364.4356223897,101.24666326913588,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,82,82.0
511,41.59544213302792,204961.31373674195,91.14618711267633,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,,,25,25.0
512,35.29199497738319,104929.95249885277,51.41512133772767,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,34,34.0
513,31.51235221948396,103479.2504359269,49.27004503236901,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,,,24,24.0
515,38.28164102074579,130887.29949776294,63.13086044712184,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,,,10,10.0
516,42.73187786225048,217131.43176654307,96.06038821743189,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,76,76.0
