,Electricity,Income,Water,e_Cooking,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
215,28.753696745457034,211929.82256536672,124.85572759634832,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,,,4,4.0
216,25.418716230428245,178880.74740545914,107.41154392518716,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,29,29.0
217,29.410296461554225,217705.48607133387,129.7371164322278,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,25,25.0
221,25.883749654708247,185425.463726546,112.8270630067704,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,48,48.0
222,30.64163791065333,232699.87649402965,135.26925462599576,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,129,129.0
223,28.92805891267318,242084.53660406193,146.6294702724324,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,168,168.0
228,22.115402853276194,145253.88425139998,87.3537023022958,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,,,3,3.0
229,29.170839637392874,238239.3966705235,153.6925546246005,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,,,21,21.0
230,27.198129192745917,204214.67073731453,121.13146108392259,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,22,22.0
231,27.618578595970277,199944.6759568598,108.52407100381264,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,7,7.0
232,19.500205103495396,100393.42840903015,53.725134043720224,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,,,34,34.0
233,26.7628524824091,197032.52144746552,119.0150465177014,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,10,10.0
235,31.33012879505995,252581.5737237181,147.19428137797584,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,32,32.0
236,31.493185807365705,245940.80402262288,144.09868581555287,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,30,30.0
238,29.19759117770799,225916.49668279552,135.04311055502157,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,14,14.0
239,24.14519624264856,155062.0797734673,84.48239780176631,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,7,7.0
240,31.850931439812413,250814.57991226183,148.930836970775,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,45,45.0
241,28.93600181043209,237272.32608066392,135.68792388618655,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,17,17.0
242,33.89930635575848,244642.56253302048,146.61930167037195,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,,,32,32.0
245,32.645047420138326,271078.21328267857,157.70015020275417,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,47,47.0
246,28.27227661690786,203819.66420795745,119.48938183416193,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,15,15.0
247,30.055335954537227,231473.19991594547,133.22315904865852,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,74,74.0
250,27.717679555778794,231918.7470544979,145.23785198090235,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,5,5.0
253,29.021536770340248,204029.44886519585,122.84213731128892,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,18,18.0
259,25.09297388268771,186539.80857804802,111.93271926364481,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,32,32.0
263,31.4599793862927,286622.14331710315,168.72546672903604,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,,,56,56.0
264,29.99415878962934,255450.84581743288,156.73480739013524,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_46_55,sex_male,,,12,12.0
266,27.841089363782572,188771.3810317308,116.7103581783508,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,68,68.0
267,26.08160391629054,181628.2256359633,105.64327964758041,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,75,75.0
268,23.386764440247703,122135.03446455376,75.07623499180437,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,,,67,67.0
270,27.597346088925555,187866.37292557707,113.32227549542193,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,153,153.0
271,26.861012346684852,184804.29377044,109.97879646683194,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,154,154.0
272,28.234421540855024,216008.39955048988,132.25405580272042,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,,,159,159.0
275,29.619304152971992,233784.13687774228,148.32209768894668,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,31,31.0
276,26.45398541093016,169475.18428928198,101.93445903807489,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,,,28,28.0
279,26.693403133798824,230492.77044027406,137.7719592751555,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_36_45,sex_male,,,34,34.0
280,31.5738439534951,266382.1468875698,156.03229927590152,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,35,35.0
281,29.815414714980136,255457.51280505714,152.1184702783438,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,23,23.0
284,31.2955076910212,268142.3817106817,158.03581220264684,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,22,22.0
285,25.531020222290152,179992.5073421718,98.08511914160347,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,48,48.0
286,31.63872013493217,246015.6583746451,142.7698236937278,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,4,4.0
291,24.80237802444246,174804.32902483028,102.45439779665989,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,28,28.0
292,29.339471426950297,226103.8711969293,130.68788521202833,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,139,139.0
294,29.107140707055535,241333.11983654872,141.59702319214523,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,1,1.0
295,29.73215063334129,217761.3205444722,126.27447230931939,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,,,1,1.0
296,29.617919290367922,224696.27855598863,129.24266643699545,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,92,92.0
297,28.82764764273483,203849.34327855924,123.11953074558065,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_female,,,6,6.0
299,30.679962797160627,234382.60622508038,141.41558129012475,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,78,78.0
300,28.165223991273976,224344.85978178112,132.97250672659692,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_female,,,15,15.0
307,28.932196167200686,218588.9099684647,132.57006554605607,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,42,42.0
308,29.82334415982477,229978.6072166949,133.59242178063272,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,141,141.0
310,29.887089652072802,220586.4534013205,129.27414867050373,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,50,50.0
311,24.208986074690003,155072.1719324349,82.20096549438121,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,3,3.0
312,23.282270068557956,145451.71777658255,81.53012282264055,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,37,37.0
313,26.66006834475983,224183.76672489685,127.29072320596129,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,103,103.0
317,28.489463441342778,243539.244589062,145.14279367638315,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,166,166.0
320,22.53958765459302,117268.45002881804,74.4749705844181,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,,,53,53.0
321,29.996740611936062,219696.77576614273,131.26512132717573,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,,,9,9.0
322,24.045547424869156,162028.46011487866,87.48519657794994,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_56_65,sex_female,,,2,2.0
323,25.592894858192707,176786.1778529186,109.23464581312389,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_female,,,7,7.0
324,26.537900087392124,167526.5050553132,101.91773222074895,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,15,15.0
328,27.404361433187105,184837.49974981672,108.22903636599439,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,87,87.0
329,28.02082640629083,224168.4794278476,135.9546073737895,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,27,27.0
330,28.58463586576957,234238.79140911874,138.66671253503557,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,42,42.0
332,25.674465563328702,214389.88349723126,129.01087734667556,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,13,13.0
334,26.340184241787128,202250.63194028265,119.94010644540057,Cooking_no,Refrigeration_yes,TV_no,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,20,20.0
335,28.62668689796959,233970.73582373266,140.267061868776,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,138,138.0
336,27.349577391867555,232392.63972260922,138.03070333517323,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,95,95.0
340,27.04496999541918,189248.3071583986,112.51944734213392,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,125,125.0
343,27.049898800125717,184969.1207677028,110.17850606072622,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,145,145.0
344,26.52092055460522,203727.92279466538,120.90878499229251,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,10,10.0
345,27.476505727679097,190491.77969123208,115.67991152146666,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,134,134.0
346,26.881271340821485,179780.77132647025,110.09344260792545,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,38,38.0
348,25.28639449494416,177525.46266556613,109.92012653486873,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,28,28.0
349,26.47576189081162,180062.47332171656,107.59687542110724,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_female,,,4,4.0
350,25.80336671732244,200223.1090714329,119.18007936029784,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,1,1.0
352,26.10345527528559,208825.69742996024,123.81988985325502,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,4,4.0
353,27.440471733310062,193772.92312127308,118.40711419320618,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,147,147.0
354,32.281164852610004,248959.7772454845,149.04410777546966,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,31,31.0
355,27.36567575165381,213981.55077978622,125.44105195136287,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,,,1,1.0
356,25.37536826640023,175271.8551679681,104.98721053576944,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_female,,,4,4.0
358,23.63073815275954,177386.0062060235,106.94370352451135,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,,,3,3.0
359,27.818264455215285,235019.7528935611,140.33511403204653,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,59,59.0
360,27.87888228783131,228826.0683720499,132.9690617693675,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,63,63.0
361,25.404051879967298,178512.24189473924,103.79055227087098,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,27,27.0
364,27.27809946276453,217628.6586605747,129.37885879362162,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,13,13.0
365,26.53937741311222,198453.18898180348,120.08200968157026,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,,,32,32.0
369,30.505851819703963,237344.0775741023,142.0529276347329,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,49,49.0
370,27.26167234544525,238047.1719563132,144.1642264333065,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,37,37.0
372,30.33816536919649,224897.60335892663,128.4429760639647,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,46,46.0
373,27.724786089863365,222635.29640788923,141.93771359718633,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,,,14,14.0
374,30.773899353045394,238763.54384933665,140.61372019126756,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,172,172.0
376,25.117454943296792,193450.38301144968,115.26947594038089,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,132,132.0
377,26.43702708237052,193680.63181447558,113.69415322846885,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,143,143.0
379,30.009860465344175,241621.5419856921,143.35325236833575,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,147,147.0
380,29.23843566688784,239555.60614883094,141.84967754481795,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,170,170.0
381,30.91909836649144,231203.65446214034,135.3290241862224,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,138,138.0
382,29.605674792110165,249503.4218644788,137.3359652207973,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,12,12.0
383,28.96792628302414,244565.0172760993,150.94008493681432,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_female,,,31,31.0
384,28.261201522692303,237890.92295853462,141.22797762454007,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,150,150.0
386,23.226624691539307,161568.79140720292,98.79322306707907,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,,,11,11.0
389,29.198360682715588,220980.97613204856,130.51494156862483,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,51,51.0
390,27.38395834112304,248978.99005314976,150.6128393776562,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_86_100,sex_male,,,10,10.0
392,29.776456373008983,232474.28883160112,138.8728749155382,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,76,76.0
393,22.798729971430895,128777.11236730694,68.24866497064815,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,,,2,2.0
397,24.319302832090806,182763.52175183746,107.07153019252158,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,43,43.0
398,25.08829177781253,164464.16224475627,100.20674191713009,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_female,,,9,9.0
399,27.448198284950088,222700.20431503112,133.911472004203,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,49,49.0
400,29.086248296054322,229695.93127838246,130.22728796962812,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,139,139.0
401,26.82814113319204,232554.8150712428,132.99232523859305,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,,,90,90.0
403,29.132049882238178,238106.05405854638,137.9106908868887,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_8,age_36_45,sex_male,,,38,38.0
404,27.04317151370423,216614.7068274138,128.94581717473716,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,46,46.0
405,27.46100808477093,189625.99169321245,116.96709824320791,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,74,74.0
406,25.943543664560153,182911.01278594218,109.4161646228631,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,62,62.0
408,27.8079879653736,201490.65488816603,121.88650639188155,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,9,9.0
413,24.322011595994354,183825.46828344202,113.18786921754116,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,60,60.0
414,29.37628933479604,230153.93621132046,135.01660829497376,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,154,154.0
415,28.152940988092226,258062.6095808435,153.6272183327635,Cooking_no,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_3,age_76_85,sex_male,,,9,9.0
416,32.165639601627504,258246.80401911185,151.2249920310811,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,,,44,44.0
417,26.980164545235404,186722.53076234183,109.94843294088047,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,53,53.0
419,29.416521941652746,199540.9602831629,117.89237946852657,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,19,19.0
420,25.703857095653454,183140.99790772496,108.48614848557213,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,86,86.0
423,25.391860126506238,163147.06246127086,96.51751199868204,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,17,17.0
424,23.029074183020086,131338.38059260405,78.88904618667172,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_26_35,sex_male,,,14,14.0
425,30.279124808377134,250266.1296343303,149.03323036707636,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,1,1.0
426,27.839151248822255,196023.34302324406,119.26602899057437,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,185,185.0
427,30.996605349869142,257570.87049660328,160.93444699754923,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_7,age_36_45,sex_male,,,51,51.0
428,28.149134965934977,194992.76428662406,116.31962931283559,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,6,6.0
429,29.549288871270832,223185.35595340136,130.17738216395415,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,97,97.0
433,21.68764707894166,111057.0006158538,70.87192047271263,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_female,,,39,39.0
434,25.399581483612174,182673.29102068426,110.72953431296942,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,119,119.0
436,29.923838086492353,238971.86851784392,138.86070510328602,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,153,153.0
438,27.664272417468467,223168.7903684473,146.99563128367998,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,,,74,74.0
440,24.773075643736234,180271.5539099901,108.97310850650052,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,58,58.0
441,26.554583156689624,225105.02767066762,129.72452056298394,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,55,55.0
442,26.704827993877124,184252.75199728546,113.34721459937793,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,82,82.0
443,28.174073904031417,215214.81002962426,123.65173070087062,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,29,29.0
444,31.26218602283018,212878.84339059482,126.32849786903694,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,14,14.0
446,32.186266806021564,273892.4482098527,173.75762834901187,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_46_55,sex_male,,,70,70.0
447,27.659046596212114,226321.83077251306,136.42923657321728,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_10,age_36_45,sex_female,,,8,8.0
449,28.676300494064066,238200.646544838,143.51147616677036,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,37,37.0
454,29.48833579945861,242260.55865318142,137.74250412468606,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,26,26.0
455,27.042938452288425,228443.93916820397,138.67953792656118,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,,,16,16.0
457,32.60553751517125,236333.1127869541,138.1380762132665,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,17,17.0
458,26.969240793689984,191495.43925969122,113.80645223339323,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,139,139.0
459,30.095790109640504,219877.2391030764,127.50938373512774,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,64,64.0
460,27.25798674249549,175990.7924841859,104.5132139726394,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_46_55,sex_male,,,3,3.0
461,28.924527109279566,227989.78551088297,135.4303415751363,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,150,150.0
462,24.498018726466633,166087.0808953307,102.46734037322382,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,17,17.0
463,28.27100259906905,189244.2875406445,118.24432256892982,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,146,146.0
464,26.894644800666384,185083.6261424364,113.19196502381261,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,137,137.0
