,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
552,766,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,177580.17955133933,83.49492033709811,120.39182149429433,64.42681258549932,26.146027439300845
553,767,sex_male,Size_5,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,249898.7366268907,98.72440280434014,177.11207045012168,64.42681258549932,26.465912676890397
554,768,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,239707.34417052334,94.43650258002305,174.87863287724818,64.42681258549932,0.0
555,769,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178188.66294942028,87.71653404939475,128.5076131095412,64.42681258549932,108.48439283341362
556,770,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,197625.6864876471,89.31318009700477,146.40095723048634,64.42681258549932,284.6993418375584
557,773,sex_male,Size_2,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,223235.1452545793,92.49687468760754,175.8030606650303,64.42681258549932,0.0
558,775,sex_female,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,260018.1883599319,106.83516731619845,185.83491724622166,64.42681258549932,0.0
559,776,sex_female,Size_5,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,269012.29637593176,111.0162031246562,197.06633419584534,64.42681258549932,0.0
560,777,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,215857.36476054307,93.16599188907847,157.39917849505906,64.42681258549932,30.55779383790157
561,780,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,163014.86247631727,84.793492206753,109.37729667839545,64.42681258549932,0.0
562,781,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,262684.8826784379,97.44536814734546,180.70645230081905,64.42681258549932,22.054146278289682
563,782,sex_male,Size_7,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,154794.0734800834,79.68221340688983,112.49544889984072,64.42681258549932,43.13265343161999
564,783,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,106388.68823356384,65.45355280366671,78.80038087965382,64.42681258549932,112.99445969970672
565,784,sex_male,Size_2,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,107763.3538627591,72.66690011630743,82.12828354595305,64.42681258549932,54.691868909841254
566,785,sex_male,Size_2,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,214370.2373234349,92.90132396364012,166.1679062278416,64.42681258549932,124.43716643196798
567,786,sex_female,Size_2,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,165367.09557745897,84.05120614345662,117.97797679946795,64.42681258549932,0.0
568,789,sex_female,Size_4,age_76_85,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,238418.8873849289,98.79088033995644,177.15002836557412,64.42681258549932,0.0
569,790,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,208526.02129340544,92.55342998616815,150.96801184032287,64.42681258549932,0.0
570,791,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238067.32221332894,94.80062289507266,165.61792196687688,64.42681258549932,14.723370279772872
571,792,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206022.3053686753,90.17905493976698,150.94399941032938,64.42681258549932,0.0
572,793,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,157068.9395091543,78.31119041885201,110.69357776537845,64.42681258549932,0.0
573,794,sex_male,Size_1,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,142912.8279566134,75.1356329540354,97.15711715080293,64.42681258549932,0.0
574,795,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,178072.78919692815,80.3801757641177,133.63131883135102,64.42681258549932,0.0
575,799,sex_male,Size_5,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,239393.15276731228,98.6154174378345,173.41135107861123,64.42681258549932,0.0
576,800,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242963.64918001264,96.3797746526901,169.94656848241968,64.42681258549932,306.84890996448723
577,801,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,181619.45965018185,80.9130972891698,127.57507903535253,64.42681258549932,169.05268816139858
578,802,sex_female,Size_3,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,176129.31018300573,86.61374226450579,121.97277460231818,64.42681258549932,6.974643767295054
579,804,sex_female,Size_5,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,217413.95569973128,92.12157871377076,146.72870111010505,64.42681258549932,64.96091203203673
580,805,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,215349.1979568542,94.71254420579135,157.21660105812597,64.42681258549932,32.43550672769529
581,806,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216048.62773250742,89.99294490711104,156.78951601522851,64.42681258549932,50.7441499603716
582,807,sex_female,Size_6,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216875.4262030339,95.7864113020308,157.1107838152306,64.42681258549932,0.0
583,808,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,210077.40173379533,90.09006202220029,156.37908329317256,64.42681258549932,39.00160756325407
584,809,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196116.09209034024,85.38638393551705,140.22165577544868,64.42681258549932,0.5066082081077339
585,810,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,229200.84238781672,98.64213407058799,177.99605371226286,64.42681258549932,306.319216953257
586,811,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,175053.09323649065,87.73520838125154,129.48190824439533,64.42681258549932,7.6920434916906775
587,813,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,226195.52779349266,98.44220685253792,164.63338063415034,64.42681258549932,23.880322901181348
588,814,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204620.75263339168,90.56822289849593,146.5266712172995,64.42681258549932,0.0
589,815,sex_male,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,238409.83162584176,98.21822812996486,170.93929606074138,64.42681258549932,30.76630897432967
590,816,sex_male,Size_4,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,226200.7480287519,100.48630709070164,161.05316229240387,64.42681258549932,0.0
591,818,sex_male,Size_1,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206643.5699400143,92.19953216626173,149.56343801883057,64.42681258549932,3.600162330679506
592,819,sex_male,Size_1,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,205833.51347314892,92.37813940964033,149.54620980756368,64.42681258549932,3.600162330679506
593,820,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,185867.56918158915,90.0287386577493,133.75236953314192,64.42681258549932,0.0
594,821,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178855.13847377745,86.13109712480264,127.37071293219849,64.42681258549932,0.0
595,822,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173847.64845561763,85.45708871949503,125.1948874003698,64.42681258549932,0.0
596,825,sex_female,Size_1,age_19_25,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,203790.27517885703,88.21542742709995,146.3316836297557,64.42681258549932,0.0
597,828,sex_male,Size_2,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242417.60237748045,98.46721933227226,173.57308175935123,64.42681258549932,0.0
598,829,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,182731.0402800487,88.3603361155439,133.71345962719695,64.42681258549932,106.60667994361988
599,830,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,180244.21396950842,88.05193406421603,132.16376784950586,64.42681258549932,88.29803671094358
600,831,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,166795.61200404706,85.65025903896475,120.211255327618,64.42681258549932,0.0
601,832,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,158641.60098945958,77.9932047158687,101.98760491361607,64.42681258549932,0.0
602,834,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,220364.74473004384,96.42972697563442,156.97853837792942,64.42681258549932,86.47186008805191
603,835,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,184913.27236589935,86.18559073824915,132.81888667781936,64.42681258549932,110.75009737153312
604,836,sex_female,Size_7,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,267954.7900680101,103.46508474366014,194.59463048939588,64.42681258549932,0.0
605,837,sex_male,Size_7,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,288881.8095436913,104.05654360917173,204.7933067410526,64.42681258549932,0.0
606,838,sex_male,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,234451.64512326065,97.32002882652908,172.5687194881061,64.42681258549932,0.0
607,839,sex_male,Size_1,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,213982.23148601656,98.44542103027386,165.70398252867068,64.42681258549932,0.0
608,841,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,210791.8686102295,90.5628546127482,154.0468703773181,64.42681258549932,0.0
609,842,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,224903.9438819581,89.39873084389295,173.4563033416897,64.42681258549932,306.319216953257
610,845,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,192803.18605298738,91.43549175614392,141.54866757651394,64.42681258549932,0.0
611,847,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,186642.12361806456,85.94952499699464,134.83500012671828,64.42681258549932,92.44145413885681
612,848,sex_male,Size_2,age_56_65,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,154379.48968933083,72.48543170156512,116.41571846393407,64.42681258549932,0.0
613,849,sex_female,Size_5,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,270408.48154435214,101.57723060014156,190.1412651295251,64.42681258549932,0.0
614,850,sex_female,Size_5,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,259696.58117068253,101.06562824038663,188.32249141252822,64.42681258549932,81.00385072659354
615,851,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188363.475825291,80.07417714832748,135.7427111503836,64.42681258549932,90.56374124906307
616,853,sex_female,Size_4,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196137.63431715503,76.98499103660016,142.6155244589572,64.42681258549932,0.0
617,854,sex_female,Size_4,age_56_65,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188606.66676630668,88.92501582458846,140.89791164844831,64.42681258549932,0.0
618,856,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,203788.0244959771,88.24812677692331,145.71734932896533,64.42681258549932,0.5066082081077339
619,857,sex_female,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,171781.52857437325,85.97943900077733,124.30578514191751,64.42681258549932,0.0
620,858,sex_male,Size_3,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,117342.46629508903,69.00409598045651,89.18536232663004,64.42681258549932,252.61685812568712
621,860,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,205358.7776838906,86.13443721832705,148.9660813413126,64.42681258549932,0.0
622,861,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,207868.2399899882,87.34543506770753,150.62704586013592,64.42681258549932,0.0
623,862,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,268894.3191322589,108.20972167694137,192.47918571193514,64.42681258549932,40.36278951096598
624,863,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,202587.82772176215,83.27543044438917,146.56076777532627,64.42681258549932,18.815251440784042
625,864,sex_female,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173475.7324107509,82.95106256382675,115.61070205471248,64.42681258549932,0.0
626,865,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196303.9312455059,80.74476868801348,140.44251857486506,64.42681258549932,0.5066082081077339
627,866,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,161379.5926430544,78.80906292360231,116.37457965704127,64.42681258549932,0.0
628,867,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,184275.2528114042,88.5167426496388,134.5495208454805,64.42681258549932,90.56374124906307
629,868,sex_male,Size_2,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,225932.0679023133,99.34601746349902,168.26262433344422,64.42681258549932,0.0
630,869,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,189928.94264995944,83.91732356799632,139.72600470835417,64.42681258549932,0.0
631,871,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,220418.3080624426,88.79596079965354,158.69684499412682,64.42681258549932,0.0
632,872,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,167597.2569348306,78.69744736073284,122.76457502421408,64.42681258549932,0.0
633,874,sex_male,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206873.17364134203,87.8711548023422,147.19675133787254,64.42681258549932,0.0
634,875,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,213385.66903335872,92.67836592191091,154.83578660029943,64.42681258549932,30.55779383790157
635,876,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,179222.12893510738,84.29395185723585,128.87577171190088,64.42681258549932,11.835460919603895
636,878,sex_male,Size_4,age_26_35,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,152465.83685878245,82.80709282600094,112.31242777979419,64.42681258549932,0.0
637,879,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188772.31969997546,78.67884523996973,135.61433765242623,64.42681258549932,0.0
638,880,sex_female,Size_2,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222124.49911079937,95.03793709160693,157.66646018646617,64.42681258549932,1.3873997117746475
639,886,sex_male,Size_1,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,202041.36868374512,86.39948617518732,143.3871326765754,64.42681258549932,0.0
640,887,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242656.11551588244,98.49080043407176,174.06104284444578,64.42681258549932,0.0
641,888,sex_male,Size_3,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,129020.96363986934,77.57288264275597,97.14723526336243,64.42681258549932,0.0
642,893,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,224249.82866741403,86.32952085564477,162.9172680593245,64.42681258549932,22.35663881195035
643,894,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,211390.8157570074,86.31217005336538,156.97122919555866,64.42681258549932,39.00160756325407
644,895,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,211924.45513477942,87.20676036915508,157.37445178795252,64.42681258549932,39.00160756325407
645,896,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,235346.7030308368,94.4017456438957,163.7517078249488,64.42681258549932,286.6625538420173
646,897,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,201496.34946272356,86.280137733456,148.62771473920074,64.42681258549932,0.0
647,898,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,176115.8003912783,82.0719921592375,128.0609894460167,64.42681258549932,0.0
648,899,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,204035.62182648087,87.9242333217148,150.17705136178662,64.42681258549932,0.0
649,902,sex_female,Size_3,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216435.62957491534,90.91324989191897,156.67671675638616,64.42681258549932,8.898860917269772
650,903,sex_female,Size_3,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,177592.4198595874,82.27994545467706,131.00760604613907,64.42681258549932,0.0
651,905,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,248716.7689646206,99.85779591466252,178.39922247438818,64.42681258549932,322.89184865904406
652,906,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,242164.70957499082,99.37194947854994,174.0155523941469,64.42681258549932,302.70549253657407
653,907,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,201337.48462263634,87.23146661288935,147.05311775331998,64.42681258549932,288.4887304649089
654,908,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,206640.51135977585,89.78553912757977,155.39851910155,64.42681258549932,308.675086587379
655,909,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,202971.89646709865,95.26595049815874,148.59795108183687,64.42681258549932,36.73590302513457
656,910,sex_female,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,198701.5127523736,88.55624398474563,145.23036725108625,64.42681258549932,308.675086587379
657,911,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,204249.60831108774,90.58939527549066,146.59089955290995,64.42681258549932,0.0
658,912,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203930.37979494518,89.9488783600192,148.7286605659959,64.42681258549932,0.0
659,913,sex_male,Size_1,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199130.18610784205,94.00449873329238,138.62884710274062,64.42681258549932,0.0
660,914,sex_male,Size_2,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,205473.8408783557,95.52546369176687,143.99042444854922,64.42681258549932,0.0
661,915,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,230198.1625226437,91.60441696168807,165.00742928589972,64.42681258549932,104.78050332072822
662,916,sex_male,Size_6,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,260478.88773374417,101.48383000220974,184.7807776106104,64.42681258549932,22.054146278289682
663,917,sex_female,Size_1,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178385.1161899703,84.55932222983354,118.07223225479106,64.42681258549932,42.09516168582584
664,918,sex_male,Size_5,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,266477.53622116795,106.89737188453493,185.966511614205,64.42681258549932,0.0
665,919,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,209246.2023681066,94.26929870131345,155.0326941378258,64.42681258549932,12.249150605225266
666,920,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,212441.47624891138,95.0449493756289,157.6129930887681,64.42681258549932,30.55779383790157
667,922,sex_male,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,252647.87092182113,100.65736538998229,179.91079001585132,64.42681258549932,18.9722055610217
668,923,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,171104.59069183626,82.35284377041798,124.17895569364823,64.42681258549932,0.0
669,924,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,204230.96772491018,86.65665686568084,152.49332481756454,64.42681258549932,18.815251440784042
670,925,sex_male,Size_3,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,221899.4324595152,94.48962550410607,154.4867540648979,64.42681258549932,163.0830941105937
671,926,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,191123.01443927354,87.0107796793457,136.86546130964567,64.42681258549932,274.3235046601459
672,929,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,179841.2744908577,83.02018347586859,130.4684179495315,64.42681258549932,72.25509801638677
673,932,sex_male,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,255898.1653559666,97.74577980993836,179.46972076673748,64.42681258549932,0.0
674,933,sex_male,Size_4,age_76_85,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,226106.35902528238,88.47044740510474,163.5123438717073,64.42681258549932,0.0
675,934,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,141359.56928775713,77.77149202927676,93.51674903713374,64.42681258549932,254.1371485376758
676,935,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,199698.0883678612,93.87316501615098,142.98763808900515,64.42681258549932,290.36644335470265
677,937,sex_female,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,246174.8596027002,99.0656207133034,176.6605857064358,64.42681258549932,34.909726402242896
678,938,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,237167.67096104714,94.53424181170139,171.25832209764377,64.42681258549932,14.723370279772872
679,939,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,224960.31366442473,96.08581884137514,159.18056106390097,64.42681258549932,0.0
680,940,sex_male,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,227743.9341969177,93.30085587833503,161.3760814724373,64.42681258549932,104.78050332072822
681,941,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,214859.13668542026,89.4762344681218,159.47196761409577,64.42681258549932,46.60073253245837
682,942,sex_female,Size_4,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,237991.1832798395,95.16957794848007,172.31010154224612,64.42681258549932,0.0
683,943,sex_male,Size_4,age_19_25,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,227234.12798736538,85.940484018152,160.4182351505148,64.42681258549932,0.0
684,944,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,200430.22254842593,86.38431648417317,143.11368502518852,64.42681258549932,0.0
685,945,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,104091.09882772423,69.22577063941233,78.50845171273436,64.42681258549932,129.03739839426353
686,947,sex_male,Size_3,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,247822.83014345044,97.57341153105449,178.00563861709202,64.42681258549932,0.0
687,948,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,226201.11076121096,100.96959644049791,157.9810397490406,64.42681258549932,284.39684930389774
688,949,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,168086.75679810168,88.48112554509936,120.6970811834792,64.42681258549932,0.0
689,950,sex_male,Size_3,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,218715.36813415625,88.85350412607664,164.30599370470907,64.42681258549932,306.319216953257
