,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
1563,7.5,1,67,1.0,5382,240,12713.333333333334,0
1564,6.5,1,48,1.0,2250,240,17877.666666666668,0
1565,7.0,1,50,1.0,2112,180,22781.666666666668,0
1566,5.0,1,71,1.0,2250,240,15984.666666666666,0
1567,4.0,2,61,4.0,4980,240,40666.666666666664,0
1568,3.0,1,65,1.0,540,240,13344.0,0
1569,7.0,2,36,2.0,6000,240,34037.666666666664,0
1570,5.5,1,36,1.0,2646,120,18167.333333333332,0
1571,2.0,1,75,1.0,882,240,6970.333333333333,0
1572,3.0,2,39,2.0,6648,240,42262.833333333336,0
1573,3.0,1,77,1.0,720,240,12776.5,0
1574,4.5,1,77,2.0,2040,120,15226.0,0
1575,3.5,1,25,2.0,330,120,12013.833333333334,1
1576,6.0,2,49,1.0,1560,120,13060.166666666666,1
1577,8.0,1,50,1.0,1980,120,49239.0,1
1579,4.0,1,38,3.0,1740,120,17275.166666666668,1
1580,6.0,1,51,4.0,4800,120,53355.5,1
1581,6.5,1,49,2.0,360,120,10255.333333333334,1
1583,4.0,1,38,3.0,2280,120,20312.166666666668,1
1585,6.0,1,38,2.0,6210,120,55171.0,1
1588,4.5,1,70,3.0,6300,210,55624.333333333336,1
1592,1.0,2,76,1.0,420,30,4844.166666666667,1
1593,2.0,1,76,1.0,300,90,29649.0,1
1594,2.0,2,75,1.0,120,126,5636.0,0
1595,3.0,1,29,3.0,780,366,10605.833333333334,0
1596,9.0,1,48,2.0,3000,366,15905.5,0
1597,5.0,1,42,1.0,408,480,7607.0,0
1598,7.0,1,66,1.0,990,660,12105.166666666666,0
1599,6.0,1,67,1.0,4608,726,41137.666666666664,0
1600,7.5,1,56,1.0,4140,1812,22419.166666666668,0
1601,5.0,1,41,2.0,3330,732,16059.5,0
1602,3.0,1,48,2.0,2220,540,12789.5,0
1603,7.5,1,51,1.0,2220,366,11414.333333333334,0
1604,2.0,2,82,1.0,5292,2226,32274.333333333332,0
1605,5.0,1,33,2.0,630,360,9683.666666666666,0
1606,6.0,1,33,1.0,0,366,5095.0,0
1607,1.0,2,71,2.0,4164,630,9858.166666666666,0
1608,5.0,1,46,2.0,2550,660,20204.0,0
1609,6.0,1,46,1.0,0,366,11548.0,0
1640,1.5,2,62,1.0,0,456,10649.5,0
1641,4.0,1,47,2.0,1200,714,18287.333333333332,0
1642,6.0,2,62,1.0,1860,1812,12206.833333333334,0
1643,1.5,1,49,1.0,510,360,9013.666666666666,0
1644,4.0,1,27,2.0,1230,300,11097.5,0
1645,1.0,1,36,2.0,408,468,7927.333333333333,0
1646,4.0,1,36,3.0,5700,1254,35570.166666666664,0
1647,5.5,2,42,3.0,4200,1110,27849.0,0
1648,5.0,1,52,4.0,6000,3726,37538.5,0
1649,1.0,2,65,4.0,5400,84,29971.166666666668,0
1650,2.0,1,90,1.0,1650,864,13815.666666666666,0
1651,3.5,1,53,1.0,3300,804,13742.0,0
1652,3.5,1,48,2.0,2502,168,16829.0,0
1653,2.0,1,82,3.0,5760,510,18734.333333333332,0
1654,6.0,2,64,3.0,12000,4920,47171.833333333336,0
1661,4.0,1,60,2.0,4080,42,20721.833333333332,0
1670,2.0,2,37,4.0,3780,780,27351.666666666668,0
1686,4.0,1,66,1.0,3828,1170,18513.166666666668,0
1688,7.0,1,61,3.0,13458,4818,42168.166666666664,1
1690,6.5,1,67,2.0,7872,2514,44414.666666666664,1
1691,3.0,1,47,4.0,12000,1800,31388.5,1
1694,2.0,1,64,3.0,12870,2748,48145.166666666664,1
1698,6.0,1,34,3.0,1500,1080,14958.333333333334,1
1702,3.0,1,38,2.0,3840,1950,19572.5,1
1703,7.0,1,53,5.0,16500,2940,44839.5,1
1705,7.5,2,64,2.0,16164,9000,35773.833333333336,1
1706,2.0,2,70,2.0,2400,1260,10798.333333333334,1
1707,3.0,1,26,3.0,5100,1200,33958.0,1
1708,6.5,1,54,2.0,4200,4800,22685.0,1
1709,5.0,1,46,2.0,7980,3198,31572.5,1
1710,4.5,1,28,5.0,4500,2640,31937.333333333332,1
1711,4.0,1,40,5.0,13500,3966,48730.666666666664,1
1712,5.5,1,58,1.0,3000,1920,23114.666666666668,1
1713,4.0,1,16,1.0,1020,1092,11928.333333333334,1
1714,7.0,1,42,1.0,1800,6366,17067.0,1
1715,6.0,1,34,2.0,5400,1680,16453.5,1
1716,4.0,1,33,2.0,2400,2520,16387.5,1
1717,5.0,1,56,1.0,1656,2220,18206.833333333332,1
1719,7.0,1,30,2.0,3480,2760,16517.666666666668,1
1722,7.0,2,49,1.0,1650,1500,16801.333333333332,1
1723,4.0,1,53,4.0,5400,726,33873.666666666664,1
1724,4.0,1,52,3.0,3000,1920,53294.166666666664,1
1726,1.0,2,74,1.0,246,312,2705.3333333333335,1
1728,9.0,1,43,1.0,0,1092,16852.0,1
1745,3.5,1,42,2.0,3030,840,18539.0,0
1757,3.0,1,43,1.0,8400,846,36105.166666666664,0
1758,3.0,1,31,4.0,2400,864,26570.666666666668,0
1761,4.5,1,47,2.0,1200,300,23699.666666666668,1
1762,2.0,2,69,4.0,10140,3732,44207.833333333336,1
1763,2.5,2,65,4.0,3180,1944,29086.166666666668,1
1764,5.0,2,67,4.0,13920,5430,55897.833333333336,1
1768,3.0,1,68,2.0,6120,4326,17991.0,1
1783,2.0,1,63,2.0,8550,60,28286.333333333332,0
1784,3.0,2,67,1.0,3900,120,22907.666666666668,0
1785,1.0,1,62,1.0,1440,60,6840.5,0
1786,2.0,1,56,1.0,420,120,6748.5,0
1787,4.0,1,83,1.0,228,120,8919.166666666666,0
1788,9.0,1,76,1.0,360,90,17879.166666666668,0
1789,3.0,1,82,1.0,4200,60,11655.833333333334,0
1790,10.5,1,45,2.0,2952,120,21596.666666666668,0
1791,4.0,2,75,1.0,5400,120,19902.166666666668,0
1799,5.5,1,43,2.0,0,60,11768.0,0
1800,5.0,1,52,1.0,522,120,9156.5,0
1801,5.0,2,40,3.0,930,120,10495.333333333334,0
1802,4.0,1,35,1.0,0,120,8499.0,0
1803,7.0,1,39,1.0,630,120,12263.333333333334,0
1804,3.0,1,43,1.0,360,120,10163.0,0
1805,1.5,2,69,1.0,840,120,7217.0,0
1806,4.5,1,70,1.0,7350,120,17082.666666666668,0
1807,4.0,1,62,1.0,1590,120,11185.0,0
1808,5.0,1,67,1.0,1440,120,17259.333333333332,0
1809,1.0,2,57,1.0,390,120,5718.666666666667,0
1810,5.0,1,65,1.0,840,120,13548.666666666666,0
1811,5.0,1,36,1.0,0,120,13800.666666666666,0
1812,3.5,1,53,1.0,1548,120,13188.833333333334,0
1813,6.0,1,39,2.0,4950,120,13684.833333333334,0
1814,5.0,1,57,1.0,1236,120,7030.5,0
1815,1.0,1,87,1.0,0,120,4541.333333333333,0
1816,4.5,1,45,1.0,1776,420,13230.333333333334,0
1817,3.0,1,55,1.0,408,120,9951.166666666666,0
1818,3.0,1,59,1.0,1236,120,7093.833333333333,0
1849,4.0,1,46,3.0,10680,3420,50662.0,1
1878,7.0,1,48,2.0,4710,300,15220.5,0
1883,5.0,1,38,2.0,4410,60,17211.333333333332,0
1885,4.5,1,66,1.0,1062,60,12319.666666666666,0
1886,5.0,1,38,3.0,4800,60,14322.666666666666,0
1891,1.0,1,76,1.0,912,120,6293.5,0
1892,5.0,1,42,2.0,4800,120,16008.0,0
1893,2.0,1,68,1.0,300,60,6815.166666666667,0
1894,4.0,1,59,2.0,1188,60,10219.666666666666,0
1896,3.0,2,65,1.0,630,960,16633.166666666668,0
1897,4.0,1,62,1.0,1788,1230,15501.833333333334,0
1908,2.0,1,28,2.0,2640,870,22367.333333333332,0
1915,5.5,1,49,1.0,0,1710,19340.666666666668,0
1917,6.0,1,56,2.0,900,2280,20621.5,0
1918,3.0,1,31,2.0,780,1260,12698.333333333334,0
1919,1.0,2,61,4.0,6180,4200,55952.666666666664,0
1928,4.0,2,54,2.0,5340,2220,13863.833333333334,0
1931,1.0,1,26,2.0,0,1200,10586.833333333334,0
1933,3.0,2,35,3.0,2160,900,16006.166666666666,0
1936,5.0,1,49,3.0,2160,2184,11640.166666666666,1
1937,4.0,1,45,3.0,3378,2004,26840.833333333332,1
1938,5.5,1,61,1.0,2700,1254,24328.5,1
1939,4.5,1,66,1.0,1386,1680,11002.666666666666,1
1940,7.0,1,42,1.0,1230,2220,20936.333333333332,1
1941,5.0,1,52,2.0,5940,2820,21042.166666666668,1
1942,5.0,1,43,3.0,1368,1680,15022.666666666666,1
1944,6.0,1,58,2.0,3468,2064,21869.833333333332,1
1945,1.5,1,59,1.0,2400,900,9375.0,1
1946,5.5,1,46,4.0,12000,3144,40411.666666666664,1
1947,1.0,2,70,1.0,2184,1356,8676.666666666666,1
1948,2.0,1,78,2.0,1620,1668,10474.833333333334,1
1949,4.0,1,31,3.0,1938,1770,14587.833333333334,1
1950,4.0,1,52,1.0,6480,1980,52823.833333333336,1
1951,2.0,1,84,1.0,1290,1656,7330.333333333333,1
1952,3.5,1,52,2.0,2100,1674,11926.5,1
1953,4.0,1,44,4.0,8640,3756,52934.833333333336,1
1954,1.0,1,43,2.0,1560,480,11887.5,1
1955,6.0,1,47,2.0,6600,180,34430.666666666664,0
1956,2.0,2,50,2.0,1320,240,11083.666666666666,0
1957,4.0,1,54,3.0,1560,300,15719.166666666666,0
1958,8.0,1,39,1.0,1920,300,16633.0,0
1959,5.0,1,52,1.0,1440,300,14279.166666666666,0
1960,5.5,1,73,1.0,2520,360,24495.833333333332,0
1961,5.0,1,49,1.0,1200,300,14782.666666666666,0
1962,6.0,1,58,2.0,1980,300,24393.5,0
1963,9.0,1,51,1.0,3000,360,29521.333333333332,0
1964,7.0,1,50,1.0,2400,300,19248.5,0
1965,5.0,1,42,3.0,1320,330,15399.833333333334,0
1966,4.0,1,35,3.0,3720,2880,19912.166666666668,0
1971,5.0,1,23,1.0,0,708,11839.666666666666,0
1978,3.5,2,65,1.0,0,180,11748.333333333334,0
1985,6.0,1,52,2.0,3120,720,18105.0,1
1987,3.0,1,56,1.0,900,900,13350.0,1
1988,5.0,1,47,2.0,7080,1560,31816.666666666668,1
1989,6.0,1,42,1.0,0,300,16796.666666666668,1
1990,7.0,1,36,1.0,2940,1500,24980.0,1
1991,3.0,1,46,2.0,7200,1800,20658.5,1
1992,6.0,1,39,2.0,1620,600,16489.333333333332,1
1998,3.0,1,67,1.0,1920,960,11392.333333333334,0
2030,4.0,1,45,1.0,1200,480,10529.0,0
2031,7.0,1,49,2.0,2160,360,16541.0,0
2032,6.5,2,41,1.0,1440,360,9632.833333333334,0
2033,6.0,1,34,2.0,2160,690,13998.333333333334,0
2034,6.0,1,36,2.0,2760,1440,16351.666666666666,0
2035,4.5,1,42,1.0,2760,1080,17437.0,0
2037,4.0,1,33,1.0,2400,600,12836.333333333334,0
2039,7.0,1,39,4.0,3000,1080,17538.0,0
2043,4.0,1,35,1.0,3000,1200,18203.0,1
2046,4.5,2,50,1.0,8400,600,52494.333333333336,1
2048,5.0,1,59,2.0,2460,180,21335.5,0
2049,6.5,1,55,1.0,4368,180,27707.333333333332,0
2051,3.0,2,30,4.0,9000,780,50096.0,0
2052,6.0,1,65,1.0,3060,600,28543.666666666668,0
2053,6.0,1,40,2.0,3096,1200,36800.166666666664,0
2061,4.0,1,47,3.0,39000,3900,46925.0,1
2063,2.0,2,42,4.0,11100,2010,27017.0,1
2065,4.0,1,34,3.0,7800,1200,22921.666666666668,1
2066,4.5,1,35,3.0,7200,1290,40243.333333333336,1
2067,3.5,2,51,4.0,15000,1200,48323.0,1
2069,2.0,1,45,3.0,22200,3000,48366.666666666664,1
2070,3.0,1,47,3.0,19200,2520,23301.333333333332,1
2071,3.0,1,47,2.0,14400,1620,44600.0,1
2076,5.0,2,55,2.0,15600,1260,22641.666666666668,0
2079,7.0,1,53,2.0,6000,900,34049.166666666664,0
2080,7.5,1,64,1.0,9900,1008,39968.5,0
2082,6.0,2,27,2.0,18000,1680,57246.666666666664,0
2084,5.5,1,49,3.0,27000,2280,43294.5,0
2085,6.0,1,33,2.0,7200,960,26072.833333333332,0
2087,3.0,2,84,1.0,9600,1080,12626.666666666666,0
2093,3.0,1,54,2.0,9000,2100,55278.0,0
2094,4.0,2,35,2.0,18240,1320,36290.333333333336,0
2095,6.0,1,42,2.0,9300,3300,53659.833333333336,0
2099,8.0,1,67,1.0,8400,3060,56291.666666666664,0
2101,5.0,1,44,3.0,8220,1200,24062.0,0
2104,6.0,1,72,1.0,300,180,15241.666666666666,1
2105,3.0,1,56,2.0,12000,2478,57720.5,1
2107,3.5,2,58,1.0,12000,2400,58592.166666666664,1
2108,5.0,1,39,3.0,8910,3288,41063.166666666664,1
2109,4.0,1,47,3.0,4650,1740,15119.666666666666,1
2112,3.5,2,56,2.0,3300,1656,11959.833333333334,1
2113,6.5,1,66,2.0,8400,3300,41048.333333333336,1
2114,3.0,2,44,4.0,5100,3000,49582.333333333336,1
2117,3.0,2,47,3.0,16800,3600,55595.666666666664,0
2121,8.0,1,54,2.0,10800,3900,51197.333333333336,0
2125,6.5,1,56,2.0,8400,2700,40025.833333333336,0
2126,5.0,2,67,1.0,6000,900,34106.333333333336,0
2131,6.0,1,53,2.0,8400,900,32051.333333333332,1
2135,5.0,2,63,3.0,43200,3000,48525.666666666664,1
2138,4.5,2,61,1.0,9600,762,54591.333333333336,1
2140,4.5,1,54,4.0,14700,7800,45128.0,1
2141,3.0,1,53,2.0,7200,1920,28745.0,0
2142,3.0,1,30,2.0,2700,720,29589.5,0
2143,3.0,1,30,2.0,2100,2700,18862.833333333332,0
2144,5.0,1,45,1.0,0,1440,13706.333333333334,0
2146,8.0,2,46,1.0,9180,2790,48120.833333333336,0
2147,3.0,1,25,2.0,2454,1350,31136.0,0
2148,4.0,1,32,3.0,2520,2100,23273.5,0
2149,4.0,1,33,2.0,1320,1920,17973.5,0
2150,7.0,2,50,1.0,2916,2520,30347.333333333332,0
2151,5.0,1,36,1.0,3600,1800,41412.666666666664,0
2152,4.5,2,31,1.0,2910,1080,50736.0,0
2153,7.0,1,47,2.0,4410,1440,39148.0,0
2154,3.0,1,48,1.0,5400,1440,49408.5,0
2155,4.0,1,39,3.0,2100,1440,17831.833333333332,0
2157,3.0,1,30,2.0,0,1020,25995.333333333332,0
2159,3.0,1,33,3.0,4500,2700,38011.166666666664,0
2160,4.0,2,78,1.0,3000,2724,31234.833333333332,0
2162,4.0,1,33,2.0,1800,2100,17602.833333333332,0
2163,3.0,2,34,2.0,6150,2220,37070.0,0
2164,6.0,1,40,1.0,2400,1320,28867.666666666668,0
2165,1.5,2,55,1.0,1680,1248,8733.0,0
2166,2.0,2,77,1.0,0,1920,19202.666666666668,0
2167,4.0,1,32,2.0,3600,1404,29134.166666666668,1
2169,7.5,2,51,1.0,1770,1614,24241.333333333332,1
2170,4.0,1,26,2.0,0,1074,22408.833333333332,1
2172,7.5,2,43,2.0,13800,4620,46979.166666666664,1
2173,2.0,1,42,1.0,4200,1920,27620.0,1
2174,8.5,1,50,2.0,8400,1800,55627.666666666664,1
2176,8.0,1,47,1.0,3900,1440,36334.5,1
2178,6.0,1,48,1.0,2400,540,21382.5,1
2179,2.0,1,57,1.0,0,1560,8835.333333333334,1
2180,8.0,1,40,2.0,0,4368,23398.666666666668,1
2183,4.0,1,41,2.0,13200,2190,53487.0,1
2184,5.0,1,40,2.0,7800,2400,32245.666666666668,1
2186,2.0,2,75,2.0,2178,1248,11853.666666666666,1
2187,3.0,1,33,3.0,5100,2100,37689.333333333336,1
2188,2.0,1,32,3.0,3600,1164,26440.333333333332,1
2190,1.0,2,38,2.0,378,648,6533.666666666667,1
2191,3.0,1,41,2.0,3000,2700,27774.166666666668,1
2196,6.0,1,31,2.0,6000,510,23601.5,1
2199,8.0,2,40,1.0,12000,7200,24973.833333333332,1
2200,7.0,1,44,3.0,15000,1524,58142.333333333336,1
2201,3.5,1,25,2.0,2100,1320,17894.0,1
2202,5.5,1,57,2.0,13200,3000,44685.0,1
2203,2.0,1,67,1.0,1182,1044,11203.0,1
2205,4.0,1,51,2.0,9600,2688,45210.333333333336,1
2210,3.0,2,62,1.0,3720,420,30292.333333333332,1
2213,6.0,1,84,1.0,4200,660,36225.666666666664,1
2215,4.0,1,45,2.0,4680,2280,54073.333333333336,1
2216,1.0,2,70,1.0,2700,1830,16333.333333333334,1
2217,3.0,1,51,2.0,3300,1860,20733.333333333332,1
2225,5.0,1,27,2.0,4800,1080,19574.666666666668,1
2226,8.0,1,49,2.0,5100,912,32606.333333333332,1
2229,5.5,1,46,1.0,7200,2100,36164.666666666664,1
2230,3.0,1,29,2.0,2700,1200,21680.0,1
2231,7.5,1,52,2.0,6168,1290,24438.333333333332,1
2232,6.0,1,44,1.0,2100,1080,33824.666666666664,1
2236,7.0,1,43,2.0,3150,1560,53026.0,0
2239,7.0,1,49,2.0,648,540,22664.166666666668,0
2241,6.0,2,45,4.0,4704,978,55964.0,0
2242,6.0,1,44,2.0,1122,840,30487.5,0
2244,3.5,1,56,2.0,8466,660,54711.5,0
2245,4.0,1,70,2.0,4218,690,43419.166666666664,0
2247,4.5,2,26,2.0,936,960,34428.833333333336,0
2248,5.0,2,62,1.0,3840,6000,48720.0,0
2249,4.0,2,79,1.0,1368,2184,12116.666666666666,0
2250,4.0,2,39,1.0,1782,2892,27318.333333333332,0
2251,6.0,1,35,2.0,720,1944,15469.0,0
2252,3.0,2,27,4.0,8700,6120,37900.0,0
2254,7.0,1,49,2.0,1602,1284,22635.0,0
2256,2.0,1,76,1.0,2202,1926,9863.333333333334,0
2257,2.0,1,74,1.0,570,942,7560.0,0
2258,3.0,1,59,2.0,660,1926,16250.0,0
2259,6.5,1,52,1.0,630,1284,15815.333333333334,0
2260,4.0,1,33,2.0,780,1122,14632.333333333334,0
2261,4.0,2,86,1.0,600,1284,16038.333333333334,0
2262,3.0,1,63,4.0,1200,2568,29577.333333333332,0
2263,5.0,1,48,1.0,5520,3384,32746.666666666668,0
2264,6.5,2,75,1.0,6900,3480,26835.0,0
2265,4.0,1,41,2.0,846,2220,19145.833333333332,0
2266,6.0,1,33,2.0,1200,2880,21924.666666666668,0
2267,5.5,1,39,3.0,4260,3120,28105.0,0
2268,3.5,1,66,5.0,2160,3120,50984.166666666664,0
2270,4.0,1,40,2.0,0,2178,33631.666666666664,0
2271,12.0,1,45,2.0,3936,5700,39069.333333333336,0
2272,3.0,2,41,2.0,3582,3000,29970.0,0
2273,5.5,2,71,1.0,3504,4560,14065.0,0
2274,2.0,1,43,4.0,2520,1200,15875.0,0
2275,5.0,1,40,4.0,7320,2280,27073.333333333332,0
2277,4.5,1,54,2.0,4140,1680,22048.0,0
2278,6.0,1,61,2.0,5400,2820,56103.333333333336,0
2279,5.5,1,27,3.0,20400,3900,40354.666666666664,0
2280,2.5,1,72,1.0,4800,2400,21927.333333333332,0
2281,7.5,1,55,2.0,3450,600,34084.166666666664,0
2283,4.5,2,72,2.0,12000,4500,50726.333333333336,0
2286,4.0,1,42,2.0,9600,1800,32138.0,0
2289,5.0,1,52,1.0,10200,3600,46886.666666666664,0
2290,4.0,1,73,2.0,8100,1800,33614.5,0
2295,2.5,2,76,1.0,4200,3936,25075.0,1
2296,2.0,2,69,1.0,10032,3900,30327.333333333332,1
2297,2.0,2,71,1.0,19800,6162,31232.166666666668,1
2299,5.0,1,46,3.0,24000,3600,45840.333333333336,1
2300,2.0,2,64,1.0,12720,2670,29235.833333333332,1
2306,2.0,2,42,3.0,3900,2700,35047.0,1
2308,6.0,1,39,3.0,16200,4200,30737.666666666668,1
2328,7.0,1,51,3.0,16500,6300,49819.666666666664,1
2330,1.0,2,96,1.0,11400,2244,55466.5,1
2333,4.0,1,37,3.0,5700,2244,26811.666666666668,1
2334,4.5,1,55,2.0,5124,2244,29634.333333333332,1
2335,4.0,1,59,2.0,13800,3312,46724.666666666664,1
2337,5.0,1,53,2.0,7500,2922,30644.666666666668,1
2338,4.0,1,38,2.0,4200,2244,28167.0,1
2339,5.0,1,26,1.0,2400,2100,25303.333333333332,1
2341,5.0,1,56,2.0,7200,2208,14540.0,1
2342,1.0,1,65,5.0,10800,2400,34038.333333333336,1
2343,3.0,2,53,3.0,10200,3000,33033.333333333336,1
2344,3.0,2,47,1.0,1200,1500,20500.333333333332,1
2346,6.0,1,41,2.0,7800,3600,26916.666666666668,1
2347,2.0,2,36,2.0,6600,2808,42006.0,1
2348,5.0,2,46,2.0,7380,3360,47312.0,1
2349,5.0,2,63,2.0,11400,3600,40059.333333333336,0
2350,3.0,1,64,1.0,3720,2910,12375.0,0
2351,5.0,1,34,2.0,3396,1920,18976.666666666668,0
2352,4.0,1,66,1.0,7500,3480,30116.666666666668,0
2353,6.0,1,47,2.0,2400,720,14769.333333333334,0
2354,5.0,1,46,2.0,2400,600,15117.5,0
2355,3.0,1,55,1.0,4800,2682,19113.333333333332,0
2356,6.0,1,41,1.0,4200,3270,20909.0,0
2357,8.5,1,39,2.0,10200,4800,24234.666666666668,0
2358,6.5,1,52,1.0,1500,1560,20821.666666666668,0
2359,4.0,2,17,3.0,3600,1200,32479.166666666668,0
2361,2.0,1,77,1.0,2700,1200,9891.333333333334,0
2362,1.0,1,69,1.0,1200,1110,4695.833333333333,0
2367,6.0,1,56,1.0,9300,2898,52747.666666666664,1
2368,7.0,1,43,3.0,18000,5700,28386.333333333332,1
2369,5.5,1,58,3.0,12600,1800,38423.333333333336,1
2370,5.0,1,37,2.0,8400,2100,46740.833333333336,1
2371,3.0,1,61,1.0,6900,1440,38927.333333333336,1
2372,4.0,1,54,2.0,9300,1440,33250.833333333336,1
2374,3.0,1,59,1.0,12600,2460,46484.5,1
2375,4.5,2,67,1.0,16200,3000,50870.0,1
2376,3.0,1,30,4.0,3300,1440,47436.666666666664,1
2378,2.0,1,46,3.0,4500,1440,19783.333333333332,1
2380,4.0,2,33,2.0,11100,1920,36482.5,1
2381,2.0,1,58,2.0,1500,1200,13266.333333333334,1
2382,2.0,2,46,2.0,12900,3300,33000.0,1
2383,2.5,2,50,1.0,2922,2820,19033.333333333332,1
2384,3.0,2,35,2.0,7380,1440,41590.0,1
2385,1.0,2,44,2.0,1200,1320,9371.666666666666,1
2386,1.0,2,78,1.0,2250,1608,14373.833333333334,1
2387,6.0,1,48,2.0,4500,1920,23564.833333333332,1
2388,2.0,2,47,1.0,4800,1320,29715.666666666668,1
2389,4.0,1,41,1.0,3900,2370,27391.666666666668,1
2390,2.0,1,75,1.0,4290,2322,7903.333333333333,1
2391,1.0,2,73,1.0,0,1140,6324.5,1
2392,3.0,2,90,1.0,11100,3600,43568.0,1
2394,6.0,1,38,2.0,9120,2280,24790.0,1
2397,5.5,1,46,3.0,13800,1704,28802.333333333332,1
2398,3.5,2,31,2.0,6000,1440,4916.833333333333,1
2402,5.0,2,70,1.0,7800,2040,29553.333333333332,1
2406,8.0,1,48,3.0,6000,1440,42247.666666666664,1
2407,8.0,2,43,1.0,13200,2700,57178.0,1
2410,3.0,1,47,4.0,12000,1800,56294.333333333336,0
2419,6.5,1,61,2.0,11400,1800,34140.166666666664,0
2424,4.0,1,55,1.0,6600,6900,35815.5,0
2425,8.5,1,45,1.0,3180,1620,28808.666666666668,0
2426,6.0,1,32,2.0,2700,720,13397.0,0
2429,6.0,2,55,2.0,15000,3300,40673.333333333336,0
2430,2.0,1,61,3.0,4980,2340,16562.0,0
2431,4.0,1,48,2.0,1740,1200,24206.666666666668,0
2433,1.0,2,85,1.0,1320,750,14041.666666666666,0
2434,6.0,1,44,3.0,4362,2160,17716.833333333332,0
2435,2.0,1,75,1.0,2940,1440,15259.333333333334,0
2436,8.0,1,36,1.0,900,762,12648.833333333334,0
2438,4.0,1,68,1.0,9600,2400,36734.333333333336,0
2439,1.5,2,63,4.0,5400,1200,49671.666666666664,0
2440,1.0,2,91,1.0,1260,780,8286.333333333334,0
2441,7.0,1,55,1.0,7800,1320,35508.0,0
2443,4.0,1,42,2.0,6150,600,30738.333333333332,0
2444,6.0,1,32,4.0,8310,1200,33283.333333333336,0
2446,5.0,1,35,2.0,4908,900,23166.666666666668,0
2447,3.0,2,59,1.0,9300,1800,16106.666666666666,0
2448,5.0,1,45,2.0,3336,600,20646.666666666668,0
2449,5.0,1,43,2.0,3900,450,35104.0,0
2450,6.0,1,48,2.0,6600,840,33038.666666666664,0
2452,7.0,1,36,1.0,2100,450,21831.666666666668,0
2453,4.5,1,37,3.0,7200,900,29666.666666666668,0
2457,3.0,2,30,4.0,6150,750,31800.0,0
2475,2.0,1,50,1.0,2100,1410,9728.333333333334,0
2476,6.5,1,38,3.0,9552,1680,26103.333333333332,0
2477,5.0,1,33,3.0,5292,5520,14034.166666666666,0
2478,6.0,1,42,3.0,3900,2100,18546.333333333332,0
2479,5.0,1,42,1.0,2700,1980,27590.0,0
2481,3.0,1,51,1.0,7800,1320,55470.0,0
2482,6.0,1,41,2.0,9000,1320,20698.333333333332,0
2483,4.0,2,64,1.0,8400,1860,20222.333333333332,0
2485,6.0,1,43,1.0,7800,2760,14479.0,0
2486,6.0,1,59,1.0,4560,2040,33771.0,0
2487,1.0,2,75,1.0,900,690,5626.666666666667,0
2488,4.0,1,47,4.0,4200,1590,14962.5,0
2489,6.0,1,37,2.0,3300,1350,17957.0,0
2492,6.0,2,55,1.0,0,1500,30177.666666666668,0
2494,5.0,1,40,2.0,7200,2310,18175.833333333332,0
2496,5.0,2,50,1.0,480,900,25262.0,0
2497,3.0,1,50,1.0,3270,1350,9370.0,0
2498,5.0,1,43,2.0,7050,1980,23926.0,0
2502,4.0,1,45,1.0,2646,900,45756.666666666664,0
2511,5.0,1,29,2.0,1674,1200,10328.333333333334,0
2512,3.0,1,32,3.0,3846,1800,8072.666666666667,0
2514,5.0,1,55,1.0,2220,654,15608.833333333334,0
2515,4.0,1,38,2.0,1800,192,9625.833333333334,0
2516,4.0,1,34,2.0,1860,1500,14557.0,0
2517,3.5,1,57,2.0,7800,3744,11978.833333333334,0
2518,3.0,1,69,1.0,3180,1800,13246.666666666666,0
2519,5.0,1,55,2.0,8400,3000,44401.0,0
2520,6.5,2,82,1.0,3900,2088,30892.333333333332,1
2522,8.0,1,58,2.0,5928,2760,30703.833333333332,1
2523,7.0,1,36,1.0,3000,3180,17130.0,1
2524,4.0,1,34,3.0,7800,2160,39175.0,1
2525,2.0,2,95,1.0,1740,1290,14010.0,1
2526,1.5,1,45,4.0,4500,1200,21716.666666666668,1
2527,5.5,1,47,3.0,9300,2460,39950.0,1
2528,7.5,1,47,1.0,18408,5772,59666.666666666664,1
2529,6.0,1,46,3.0,7200,2400,23091.666666666668,1
2530,3.0,1,53,2.0,11400,2112,36483.333333333336,1
2531,10.0,1,43,2.0,5040,2814,22779.0,1
2532,8.0,1,73,1.0,15000,2100,38366.666666666664,1
2536,11.5,2,41,1.0,2400,1200,27878.833333333332,1
2537,3.5,2,68,1.0,5100,4200,36866.166666666664,1
2538,3.0,1,52,2.0,4680,3000,20808.0,1
2539,8.5,1,58,1.0,6414,2220,34201.666666666664,1
2540,6.5,1,74,4.0,4800,8400,29391.666666666668,1
2541,6.0,1,40,1.0,5898,3600,20766.166666666668,1
2543,5.0,1,47,3.0,918,2502,14623.833333333334,1
2544,6.5,1,48,2.0,3384,2700,44752.0,1
2545,5.0,1,75,2.0,6534,3474,16321.833333333334,1
2549,2.0,2,60,3.0,2796,1050,45488.666666666664,1
2555,4.5,1,62,4.0,8700,3654,56277.333333333336,1
2558,8.0,1,49,1.0,9000,6000,52633.333333333336,1
2559,4.0,1,38,2.0,11400,3600,39133.333333333336,1
2560,9.0,1,45,1.0,1800,1680,16531.666666666668,1
2562,4.0,1,43,3.0,7500,1800,35054.333333333336,1
