,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
134,134,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,181150.618896,110.343922009,129.192233327,47.56991525423729,118.72196462273925
135,135,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255708.259736,139.12976938,186.79213290599998,47.56991525423729,109.87855622569539
136,136,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,131813.038633,97.68365144629999,98.5356235197,47.56991525423729,156.66931883603556
137,137,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,275216.124112,144.413877883,202.725356781,47.56991525423729,54.018121156043755
138,138,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,197484.595412,121.98151962700001,146.616269577,47.56991525423729,33.35844512580031
139,139,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,202484.058233,121.603738674,150.66577236700002,47.56991525423729,106.64171668549739
140,140,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,127497.55726400002,100.92895810600001,94.9399711452,47.56991525423729,63.112654839341644
141,141,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,275630.723972,140.402355194,202.9071169,47.56991525423729,140.12431303172656
142,142,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,183860.900177,120.366310413,140.24301037700002,47.56991525423729,119.22105758475615
143,143,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,153344.443237,101.297692861,113.97579299,47.56991525423729,33.352041182455025
144,144,sex_male,Urbanity_Rural,Size_1,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,48671.4741436,69.92731303640001,29.2244370837,47.56991525423729,0.0
145,145,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,90980.4128438,86.60537792299999,56.7852357512,47.56991525423729,121.1757484344756
146,146,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280948.92158200004,146.976087102,199.90415741200002,47.56991525423729,54.26170057277077
147,147,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,173462.265179,101.604645867,126.094756157,47.56991525423729,0.0
148,148,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,208874.240794,127.76049741799999,139.36635786600002,47.56991525423729,113.71470825879402
149,149,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280872.850179,142.676654798,203.59720088900002,47.56991525423729,47.9633960114604
150,150,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210888.873609,128.566078076,155.849686709,47.56991525423729,107.14080964751425
151,151,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,232524.31363699998,134.104147206,173.103307679,47.56991525423729,137.38656645354553
152,152,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,218620.02095799998,132.275174805,160.908007855,47.56991525423729,0.0
153,153,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,272861.856379,136.487776246,195.3897114,47.56991525423729,22.36266756071234
154,154,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,276366.415767,141.875948445,200.641244013,47.56991525423729,22.36266756071234
155,155,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,298968.74176999996,147.739618589,211.46964849,47.56991525423729,53.522139786793225
156,156,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,221229.31095,118.987182873,162.780243333,47.56991525423729,0.0
157,157,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,291913.818059,134.296014505,204.673619356,47.56991525423729,22.606246977439355
158,158,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267986.088609,128.413615336,194.00221437,47.56991525423729,0.0
159,159,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,221459.96480500003,124.86116067399999,161.371127699,47.56991525423729,0.0
160,160,sex_female,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263354.879051,141.350550144,202.27082881400003,47.56991525423729,3.8267517853994684
161,161,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,208856.338379,120.273947546,152.522065714,47.56991525423729,168.54292708685995
162,162,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,133485.22726500002,93.52583959719999,102.78956727299999,47.56991525423729,0.0
163,163,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_no,Refrigeration_yes,AC_yes,267380.591528,126.041293704,186.74697882400002,47.56991525423729,44.999999051664226
164,164,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,212942.339783,128.683165546,151.62342742,47.56991525423729,0.0
165,165,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269128.85986799997,135.833879722,189.38593619,47.56991525423729,25.3919080447565
166,166,sex_female,Urbanity_Rural,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,265288.81569099997,135.357236463,181.18237787,47.56991525423729,0.0
167,167,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,295329.550437,144.778311787,211.50094319599998,47.56991525423729,22.606246977439355
168,168,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,302835.49312600004,152.199631931,216.833444234,47.56991525423729,13.360155850892436
169,169,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,227400.148013,128.627802222,170.786885914,47.56991525423729,44.726556471262484
170,170,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,248828.778231,135.342041885,179.75927200700002,47.56991525423729,0.0
171,171,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,144734.725669,116.085297606,106.972063571,47.56991525423729,32.85294822043807
172,172,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,162175.934079,108.070610715,121.034239021,47.56991525423729,40.14943870578219
173,173,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210177.614201,122.10711918700001,163.401821159,47.56991525423729,0.0
174,174,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,183391.590485,114.717596203,136.31843850799999,47.56991525423729,119.22105758475615
175,175,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,179979.515588,114.617428492,130.634584886,47.56991525423729,118.72196462273925
176,176,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,140185.341596,105.67803009100001,102.068311941,47.56991525423729,125.01386524070425
177,177,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199797.853707,115.75026926299999,130.53230312899998,47.56991525423729,105.54134645744979
178,178,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,184832.874939,117.144596134,137.029920544,47.56991525423729,35.36809699563667
179,179,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210887.253183,125.318583851,157.419826188,47.56991525423729,107.14080964751425
180,180,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280845.801606,145.070133521,202.184619423,47.56991525423729,54.51721411806062
181,181,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,287039.096991,147.750735448,205.112386105,47.56991525423729,22.606246977439355
182,182,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,182720.711702,112.665081846,133.174416098,47.56991525423729,33.11486570907329
183,183,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,181697.44871700002,116.97633423100001,128.12008454600002,47.56991525423729,15.786804176302649
184,184,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238710.60236,134.505622577,173.54790632,47.56991525423729,0.0
185,185,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,245577.45625999998,132.460586667,171.09330199,47.56991525423729,6.4503899784863945
186,186,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,302424.56050300004,158.726104179,215.29847867900003,47.56991525423729,0.0
187,187,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,289051.675715,149.750418177,205.888860912,47.56991525423729,54.76079353478768
188,188,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,264474.076666,142.307139155,199.400303958,47.56991525423729,0.0
189,189,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199361.54398299998,128.517025224,150.867984855,47.56991525423729,3.7126434003053483
190,190,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,185907.36053099998,115.17193022,137.926914412,47.56991525423729,35.36809699563667
191,191,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,156950.685298,103.65874329100001,111.979957447,47.56991525423729,71.14814628393741
192,192,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215023.90772800002,124.49794536200001,165.886384362,47.56991525423729,0.0
193,193,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,261002.385793,134.930786957,192.477442165,47.56991525423729,0.0
194,194,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246436.29522800003,130.42831094,189.11752690400002,47.56991525423729,0.0
195,195,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,238515.724283,134.642685766,169.394774719,47.56991525423729,0.0
196,196,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,215712.42089,126.036922843,156.28955214299998,47.56991525423729,168.54292708685995
197,197,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223426.031914,126.30833720700001,164.851476055,47.56991525423729,136.88747349152862
198,198,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,273848.146503,143.365465125,197.41571117599997,47.56991525423729,61.183168092471305
199,199,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,137355.586958,101.07577207899999,95.55936678329999,47.56991525423729,22.722930796244427
200,200,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,152246.898263,107.783021265,113.532633478,47.56991525423729,56.35099788941722
201,201,sex_female,Urbanity_Urban,Size_4,age_76_85,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,313405.832115,152.022577435,224.76891789,47.56991525423729,0.0
202,202,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,127549.665653,101.972788254,95.1116445069,47.56991525423729,157.16841179805246
203,203,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,119018.61282899999,98.1619460019,88.10812647680001,47.56991525423729,94.76810843467297
204,204,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,251393.80615100003,140.331561758,177.711800187,47.56991525423729,0.0
205,205,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,243055.058439,138.17450023,177.71381154099998,47.56991525423729,116.58397577104631
206,206,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,171762.18293699998,103.202578547,121.336412932,47.56991525423729,40.888439665033836
207,207,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,135679.785703,103.279280644,102.661409691,47.56991525423729,125.01386524070425
208,208,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236742.280292,128.86645365299998,175.54034577,47.56991525423729,19.624920982531293
209,209,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,201101.325947,124.76576710100001,150.13480735,47.56991525423729,136.41771715956915
210,210,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,243021.85285700002,140.49336301600002,175.103668258,47.56991525423729,77.75334629840454
211,211,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246399.285446,141.090557897,179.379827003,47.56991525423729,77.75334629840454
212,212,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,305754.38791,148.534021671,220.65957242099998,47.56991525423729,0.0
213,213,sex_male,Urbanity_Rural,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,199727.611435,118.511722415,139.88884863799998,47.56991525423729,0.0
214,214,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,285369.807085,154.465765224,208.12964772400002,47.56991525423729,0.0
215,215,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,213448.264669,131.832550061,160.132432295,47.56991525423729,0.0
216,216,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246349.457343,137.157986983,175.962021137,47.56991525423729,55.1525217016432
217,217,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,280370.74354299996,147.836487595,195.962259022,47.56991525423729,0.0
218,218,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,161615.658605,109.119271972,110.604595206,47.56991525423729,164.7048102806313
219,219,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263063.34338800004,144.519969036,187.688582941,47.56991525423729,78.22310263036397
220,220,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,264153.267789,140.936086055,190.11808269999997,47.56991525423729,0.0
221,221,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,254257.63750500002,139.533333925,186.56827620099997,47.56991525423729,3.583172368672453
222,222,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,137774.26111300002,106.52085891700001,106.45144689799999,47.56991525423729,0.0
223,223,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,234229.546658,135.060051831,172.849610486,47.56991525423729,19.624920982531293
224,224,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,161119.230442,111.425644901,118.924102815,47.56991525423729,0.0
225,225,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,234009.017302,129.76148018799998,173.784303336,47.56991525423729,120.34663191565282
226,226,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,213858.598047,124.80538029200001,160.476668596,47.56991525423729,0.0
227,227,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,146717.253605,105.88856734,109.86465792899999,47.56991525423729,7.75131273170697
228,228,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,184052.144829,115.255891513,136.321671977,47.56991525423729,26.56104760247307
229,229,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,258032.09410100002,135.113206124,189.316827124,47.56991525423729,42.776955830059585
230,230,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,274753.669764,136.861016484,197.135055948,47.56991525423729,54.018121156043755
