DOEID,TYPEHUQ,NWEIGHT,HDD65,CDD65,HDD30YR,CDD30YR,Climate_Region_Pub,UR,KOWNRENT,YEARMADE,NUMFLRS,NUMAPTS,WALLTYPE,ROOFTYPE,STORIES,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,AIRCOND,COOLTYPE,USEEL,ELWARM,ELECAUX,ELCOOL,ELWATER,ELFOOD,ELOTHER,HHSEX,EMPLOYHH,EDUCATION,NHSLDMEM,HHAGE,MONEYPY,TOTSQFT_EN,KWH,DOLLAREL,CUFEETNG,DOLLARNG,GALLONLP,DOLLARLP,GALLONFO,DOLLARFO,GALLONKER,BTUKER,DOLLARKER,BTUWOOD,TOTALBTU,TOTALDOL,TOTSQMT_EN
84,Apartment,4124.85,4853.0,1144.0,4892.0,1364.0,4,U,Rented,2005,-2,-2,1,5,-2,2,2,0,1,3,1,1,1,1,1,1,1,1,1,Female,2,collage,1,19,1251.7764328942685,1271.0,20840.0,1707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71106.0,1707.0,118.203
85,Apartment,9419.69,3829.0,1423.0,3900.0,1548.0,4,U,Rented,1970,-2,-2,1,5,-2,2,1,0,2,4,1,1,1,1,0,1,1,0,1,Female,1,collage,2,27,3129.4410822356713,800.0,7508.0,755.0,516.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78507.0,1365.0,74.4
86,House,7951.52,49.0,4209.0,0.0,4514.0,3,U,Owned,1950,-2,-2,2,5,10,2,1,1,2,4,1,2,1,0,0,1,0,0,1,Male,1,master,3,61,62588.821644713425,1546.0,4118.0,954.0,175.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31989.0,1484.0,143.778
87,House,4357.04,7761.0,37.0,7296.0,143.0,1,R,Owned,1979,-2,-2,3,5,20,3,2,0,4,7,0,-2,1,1,1,0,1,1,1,Male,0,doctorate,2,63,46941.61623353507,2632.0,15542.0,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,53029.0,1572.0,244.776
88,House,7305.68,2658.0,1780.0,2561.0,1426.0,2,U,Owned,1959,-2,-2,2,5,20,4,3,0,5,9,1,1,1,0,0,1,0,0,1,Male,1,master,3,50,75106.58597365611,4592.0,26876.0,6493.0,889.0,1067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182824.0,7560.0,427.056
89,House,7577.54,2268.0,2532.0,2386.0,2507.0,3,U,Rented,1994,-2,-2,1,5,10,4,2,0,4,8,1,1,1,0,0,1,1,1,1,Female,1,collage,3,31,28164.96974012104,3083.0,18628.0,2307.0,586.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123624.0,3011.0,286.719
90,House,14727.35,6499.0,382.0,6061.0,746.0,1,U,Owned,1920,-2,-2,3,5,20,3,2,0,4,7,1,1,1,0,0,1,0,0,1,Female,0,master,2,61,31294.410822356713,3074.0,7954.0,733.0,1252.0,1305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155469.0,2038.0,285.882
91,Apartment,7607.15,2267.0,2534.0,2275.0,2539.0,3,U,Rented,1967,2,8,1,-2,-2,2,1,0,2,4,1,1,1,0,0,1,0,0,1,Female,0,collage,2,26,1251.7764328942685,999.0,6727.0,803.0,329.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56676.0,1171.0,92.907
93,House,11849.23,4287.0,1324.0,4209.0,1523.0,4,U,Owned,1949,-2,-2,1,6,20,4,1,0,3,7,1,1,1,1,1,1,0,0,1,Female,2,collage,4,50,59459.38056247775,1614.0,7383.0,1213.0,687.0,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95609.0,2536.0,150.102
94,Apartment,7401.14,4906.0,875.0,5281.0,850.0,4,U,Rented,1980,5,120,1,-2,-2,1,1,0,2,3,1,2,1,1,0,1,0,1,1,Male,0,collage,2,85,6258.882164471343,596.0,1815.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6193.0,261.0,55.428
95,House,14918.45,3346.0,1317.0,3331.0,1423.0,4,U,Owned,1972,-2,-2,1,5,10,3,2,0,4,7,1,1,1,1,0,1,1,1,1,Male,0,collage,2,76,15647.205411178356,1572.0,13292.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45352.0,1034.0,146.196
96,House,2778.26,4194.0,1528.0,4483.0,1673.0,4,U,Owned,1960,-2,-2,1,5,10,3,1,1,3,6,1,1,1,0,0,1,0,1,1,Female,0,master,2,80,15647.205411178356,2480.0,5453.0,502.0,1130.0,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134431.0,1944.0,230.64
97,House,11330.03,7878.0,323.0,7789.0,261.0,1,R,Owned,1984,-2,-2,3,6,20,4,2,1,6,10,1,1,1,0,0,1,0,1,1,Male,1,primary,2,48,50071.05731577074,4430.0,16240.0,1525.0,1887.0,1452.0,287.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,275041.0,3521.0,411.99
98,Apartment,7553.73,4706.0,893.0,4572.0,1192.0,4,U,Owned,1920,-2,-2,7,6,-2,4,2,0,3,7,1,2,1,0,0,1,0,0,1,Female,1,doctorate,4,50,75106.58597365611,1952.0,6729.0,1155.0,1254.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,151494.0,3195.0,181.536
100,House,2767.96,1211.0,910.0,1595.0,787.0,2,U,Owned,1995,-2,-2,4,2,20,3,2,1,4,7,1,1,1,0,0,1,0,0,1,Female,1,doctorate,2,38,75106.58597365611,1292.0,4847.0,837.0,167.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33656.0,1019.0,120.156
101,House,7133.12,2082.0,2774.0,2268.0,2776.0,3,U,Owned,1986,-2,-2,1,5,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Female,1,doctorate,2,48,75106.58597365611,1862.0,18563.0,2298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63337.0,2298.0,173.166
102,House,2599.86,5300.0,968.0,5540.0,1164.0,4,U,Owned,1970,-2,-2,2,6,20,3,2,1,3,6,1,3,1,1,0,1,1,1,1,Male,1,collage,2,27,37553.292986828055,2074.0,22836.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,77916.0,2208.0,192.882
103,House,2778.26,4824.0,1153.0,4859.0,1363.0,4,U,Owned,2006,-2,-2,1,5,10,4,2,0,4,8,1,1,1,0,0,1,1,1,1,Female,2,collage,2,59,75106.58597365611,3401.0,9660.0,807.0,715.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106248.0,1788.0,316.293
104,House,15489.56,4885.0,787.0,5332.0,837.0,4,U,Owned,1980,-2,-2,5,2,10,3,2,1,6,9,1,1,1,0,0,1,0,0,1,Female,0,master,2,65,62588.821644713425,2023.0,4148.0,724.0,1641.0,2477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182356.0,3201.0,188.139
106,House,7169.31,1108.0,1226.0,1242.0,1101.0,2,U,Rented,1970,-2,-2,4,5,10,2,1,0,2,4,0,-2,1,1,1,0,0,0,1,Male,1,master,3,41,25035.52865788537,800.0,2771.0,392.0,280.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38154.0,689.0,74.4
107,House,7559.64,6939.0,281.0,6481.0,576.0,1,U,Owned,1963,-2,-2,3,6,20,3,1,1,3,6,1,1,1,0,0,1,0,0,1,Male,1,master,2,30,62588.821644713425,2246.0,6719.0,862.0,631.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,87603.0,1731.0,208.878
108,House,8620.52,3353.0,1621.0,3445.0,1748.0,4,U,Owned,1920,-2,-2,2,6,20,4,2,0,3,7,0,-2,1,0,0,0,1,1,1,Female,1,doctorate,2,51,31294.410822356713,2520.0,8052.0,866.0,761.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105476.0,1777.0,234.35999999999999
109,Apartment,13382.14,3591.0,1403.0,3946.0,1343.0,4,U,Rented,1972,4,17,7,-2,-2,3,1,0,2,5,1,2,1,1,1,1,1,1,1,Male,2,master,3,22,31294.410822356713,960.0,8240.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28115.0,751.0,89.28
110,Apartment,5067.91,8621.0,318.0,8403.0,442.0,1,U,Rented,1964,2,8,3,-2,-2,2,1,0,2,4,1,2,1,0,0,1,0,0,1,Female,0,collage,2,38,6258.882164471343,727.0,4069.0,512.0,763.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92091.0,1199.0,67.611
111,Apartment,10168.07,2796.0,130.0,2904.0,115.0,5,U,Rented,2006,6,90,4,-2,-2,-2,1,0,1,1,0,-2,1,1,0,0,0,1,1,Male,0,primary,1,79,6258.882164471343,330.0,3164.0,414.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17049.0,471.0,30.69
112,Apartment,13371.72,4832.0,853.0,4906.0,1056.0,4,U,Rented,1923,21,200,1,-2,-2,-2,1,0,1,1,1,2,1,0,0,1,0,0,1,Female,1,doctorate,1,37,46941.61623353507,313.0,1243.0,456.0,35.0,52.0,0.0,0.0,378.0,961.0,0.0,0.0,0.0,0.0,60251.0,1469.0,29.108999999999998
113,House,15376.07,6941.0,390.0,6881.0,530.0,1,U,Owned,1954,-2,-2,3,5,10,3,1,0,4,7,1,2,1,0,0,1,0,0,1,Male,1,collage,1,45,37553.292986828055,3438.0,22494.0,2780.0,586.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136815.0,3479.0,319.734
114,House,11795.05,5132.0,322.0,4723.0,266.0,5,U,Owned,1990,-2,-2,2,2,20,4,2,0,3,7,1,2,1,0,0,1,0,1,1,Male,0,collage,1,66,9388.323246707014,2492.0,6851.0,468.0,786.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,103941.0,1561.0,231.756
115,House,8064.03,3704.0,1250.0,3052.0,1615.0,4,U,Owned,2001,-2,-2,3,5,10,3,3,0,4,7,0,-2,1,0,0,0,0,1,1,Male,0,master,2,75,62588.821644713425,5960.0,15929.0,1697.0,594.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115235.0,2652.0,554.28
116,House,7364.81,6496.0,388.0,5641.0,796.0,1,U,Rented,1970,-2,-2,5,5,40,4,2,0,4,8,1,2,1,0,0,1,0,0,1,Male,1,collage,4,47,56329.93948024208,4978.0,10453.0,1915.0,1148.0,1717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153336.0,3632.0,462.954
117,House,2393.02,4799.0,894.0,4556.0,1197.0,4,U,Owned,1962,-2,-2,1,6,20,3,1,0,2,5,1,2,1,0,0,1,1,0,1,Male,1,master,2,23,62588.821644713425,1331.0,5402.0,1393.0,1151.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136410.0,3295.0,123.783
118,House,4751.97,6997.0,512.0,7051.0,794.0,1,U,Owned,1958,-2,-2,2,6,20,5,2,0,4,9,1,1,1,1,1,1,1,1,1,Male,0,doctorate,2,67,43812.175151299394,2190.0,12410.0,984.0,1165.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161756.0,2005.0,203.67
119,Apartment,6442.28,2197.0,2624.0,2226.0,2827.0,3,U,Rented,1978,-2,-2,1,5,-2,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Male,1,master,2,32,28164.96974012104,967.0,5852.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19967.0,921.0,89.931
120,Apartment,7017.63,5552.0,685.0,5501.0,743.0,1,U,Owned,1920,-2,-2,2,6,-2,2,1,0,3,5,1,2,1,0,0,1,1,1,1,Male,0,doctorate,2,54,9388.323246707014,1701.0,5785.0,1399.0,392.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59918.0,2144.0,158.193
121,House,10042.74,3519.0,1458.0,3289.0,1832.0,4,R,Owned,2000,-2,-2,3,6,10,3,1,1,2,5,1,1,1,1,1,1,1,1,1,Male,0,doctorate,1,52,9388.323246707014,1232.0,17144.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58495.0,1630.0,114.576
122,Apartment,9560.85,6403.0,511.0,6534.0,640.0,1,U,Rented,1950,-2,-2,2,5,-2,3,1,0,3,6,0,-2,1,0,0,0,0,1,1,Male,1,doctorate,2,28,43812.175151299394,1186.0,6548.0,1176.0,2287.0,2748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256760.0,3924.0,110.298
123,Apartment,4311.35,5507.0,630.0,5758.0,727.0,1,U,Rented,1925,3,6,3,-2,-2,4,1,0,2,6,0,-2,1,0,0,0,1,0,1,Female,2,master,4,24,62588.821644713425,1286.0,5983.0,1059.0,987.0,1453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121582.0,2512.0,119.598
124,Apartment,9355.45,3566.0,896.0,3062.0,1047.0,2,U,Owned,1986,-2,-2,4,1,-2,2,1,0,2,4,1,2,1,1,0,1,0,1,1,Male,1,master,3,27,62588.821644713425,815.0,7767.0,1145.0,256.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52741.0,1386.0,75.795
125,Apartment,13918.65,2429.0,2063.0,2401.0,2092.0,3,R,Rented,1990,-2,-2,3,5,-2,2,2,0,1,3,1,1,1,1,0,1,1,1,1,Male,1,collage,3,20,4694.161623353507,940.0,13644.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46553.0,1790.0,87.42
126,Apartment,6014.3,6772.0,670.0,6613.0,929.0,1,U,Rented,1970,3,21,3,-2,-2,2,1,0,2,4,1,2,1,1,1,1,1,1,1,Female,1,collage,2,22,28164.96974012104,804.0,4693.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16013.0,506.0,74.772
127,Apartment,4310.36,6008.0,575.0,6070.0,707.0,1,U,Rented,1920,3,39,1,-2,-2,1,1,0,2,3,0,-2,1,0,0,0,0,1,1,Male,0,collage,2,39,12517.764328942685,619.0,4010.0,654.0,767.0,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92300.0,1793.0,57.567
128,Apartment,7188.89,5284.0,751.0,5453.0,863.0,1,U,Rented,1980,3,12,1,-2,-2,1,1,0,2,3,1,1,1,0,0,1,0,1,1,Male,0,collage,1,28,9388.323246707014,729.0,1781.0,271.0,163.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22785.0,527.0,67.797
129,House,8236.3,6141.0,716.0,5427.0,785.0,1,R,Owned,1960,-2,-2,2,5,10,4,2,0,3,7,0,-2,1,1,0,0,1,1,1,Female,0,primary,6,45,43812.175151299394,2016.0,35091.0,2635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119730.0,2635.0,187.488
130,House,6256.73,3026.0,597.0,3047.0,553.0,2,U,Owned,1954,-2,-2,3,5,10,3,2,0,3,6,0,-2,1,1,0,0,0,0,1,Female,0,collage,3,21,15647.205411178356,1310.0,3149.0,316.0,407.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52462.0,700.0,121.83
131,House,8284.87,3873.0,1243.0,3821.0,1314.0,4,U,Owned,1978,-2,-2,3,5,20,5,3,1,4,9,1,1,1,1,1,1,1,1,1,Female,1,master,3,51,50071.05731577074,3417.0,18212.0,1698.0,525.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115952.0,2494.0,317.781
132,Apartment,6038.37,6045.0,601.0,6260.0,606.0,1,U,Rented,1998,3,316,3,-2,-2,1,1,0,2,3,1,1,1,0,0,1,0,0,1,Male,0,master,1,76,43812.175151299394,1009.0,4501.0,750.0,603.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77165.0,1645.0,93.837
133,House,6297.04,1024.0,2621.0,973.0,2724.0,3,R,Rented,1991,-2,-2,7,2,10,3,2,1,2,5,1,1,1,1,0,1,1,1,1,Female,1,master,2,28,15647.205411178356,1835.0,10114.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34509.0,1131.0,170.655
134,Apartment,7727.97,789.0,1950.0,929.0,1584.0,2,U,Rented,1986,2,16,4,-2,-2,2,2,0,3,5,1,1,1,1,0,1,0,1,1,Female,1,master,2,40,62588.821644713425,827.0,8936.0,1558.0,86.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39305.0,1639.0,76.911
135,House,7131.08,2610.0,214.0,2413.0,172.0,5,R,Owned,1979,-2,-2,2,5,10,3,2,0,5,8,0,-2,1,1,1,0,1,1,1,Male,1,doctorate,2,47,75106.58597365611,3347.0,8604.0,1684.0,0.0,0.0,511.0,1373.0,0.0,0.0,0.0,0.0,0.0,20000.0,76027.0,3057.0,311.271
136,House,8955.85,494.0,4281.0,580.0,3958.0,3,U,Owned,1980,-2,-2,1,2,10,4,2,0,4,8,1,1,1,1,0,1,1,1,1,Female,0,collage,1,60,18776.646493414028,1697.0,23981.0,2259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81823.0,2259.0,157.821
137,House,8064.03,3679.0,1293.0,2975.0,1740.0,4,U,Occupied,1954,-2,-2,1,5,10,4,3,0,7,11,0,-2,1,1,1,0,0,1,1,Male,0,master,2,51,1251.7764328942685,5587.0,7038.0,531.0,335.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58352.0,873.0,519.591
138,House,6737.65,1849.0,2911.0,1844.0,2861.0,3,U,Owned,1980,-2,-2,6,5,20,3,2,1,4,7,1,1,1,1,0,1,1,1,1,Female,0,doctorate,1,81,59459.38056247775,2858.0,8537.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29128.0,940.0,265.794
141,House,15560.51,4465.0,1269.0,4875.0,1311.0,4,R,Owned,2005,-2,-2,6,5,10,3,3,2,6,9,0,-2,1,1,0,0,1,1,1,Male,0,doctorate,2,62,75106.58597365611,5103.0,24698.0,2784.0,0.0,0.0,312.0,756.0,0.0,0.0,0.0,0.0,0.0,20000.0,112765.0,3540.0,474.579
142,House,11849.23,4314.0,1314.0,4417.0,1451.0,4,U,Owned,1930,-2,-2,1,8,20,3,1,0,4,7,1,2,1,0,0,1,0,0,1,Male,0,primary,4,66,1251.7764328942685,2395.0,5876.0,682.0,907.0,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113017.0,2003.0,222.73499999999999
143,Apartment,5403.9,1022.0,3872.0,1286.0,3524.0,2,U,Rented,1979,2,8,4,-2,-2,1,1,0,3,4,1,1,1,0,0,1,0,1,1,Female,0,collage,2,27,9388.323246707014,890.0,11579.0,1583.0,237.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63801.0,2001.0,82.77
144,Apartment,6035.85,6240.0,853.0,6557.0,894.0,1,U,Rented,2000,3,50,3,-2,-2,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Male,0,collage,1,69,6258.882164471343,544.0,4641.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15835.0,513.0,50.592
145,House,4232.49,7491.0,555.0,7300.0,802.0,1,R,Owned,2003,-2,-2,7,6,10,5,3,1,4,9,1,1,1,1,1,1,0,1,1,Male,1,doctorate,4,54,50071.05731577074,2544.0,12658.0,1197.0,822.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127444.0,1898.0,236.59199999999998
146,House,15942.39,1396.0,2955.0,1411.0,2958.0,3,U,Owned,1972,-2,-2,1,5,10,3,1,1,4,7,1,1,1,1,0,1,1,1,1,Female,1,master,1,49,15647.205411178356,1392.0,11797.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40251.0,986.0,129.456
147,House,10506.97,1322.0,3018.0,1349.0,2779.0,3,U,Owned,1940,-2,-2,3,5,10,2,1,0,3,5,1,1,1,0,0,1,0,0,1,Male,0,collage,1,56,1251.7764328942685,1578.0,10928.0,1353.0,276.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65576.0,1796.0,146.754
148,Apartment,7564.85,6571.0,442.0,5904.0,862.0,1,U,Occupied,1960,2,6,1,-2,-2,3,2,0,3,6,0,-2,1,0,0,0,0,0,1,Female,2,collage,3,20,12517.764328942685,667.0,4150.0,712.0,635.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79248.0,1662.0,62.031
149,House,7756.87,2545.0,2379.0,2589.0,2498.0,3,U,Owned,1982,-2,-2,1,6,10,4,2,1,3,7,1,1,1,0,0,1,0,1,1,Male,0,doctorate,2,70,31294.410822356713,1880.0,28797.0,3127.0,411.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140383.0,3657.0,174.84
150,House,15489.57,4864.0,793.0,5204.0,874.0,4,U,Owned,1956,-2,-2,3,5,10,3,1,0,3,6,1,2,1,0,0,1,0,0,1,Female,0,collage,2,60,50071.05731577074,1200.0,4647.0,758.0,767.0,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94474.0,1869.0,111.6
152,Apartment,8500.6,2408.0,705.0,2377.0,761.0,5,U,Rented,1988,2,64,4,-2,-2,3,2,0,2,5,1,1,1,0,0,1,0,0,1,Female,2,collage,3,45,15647.205411178356,1053.0,5649.0,510.0,328.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52894.0,800.0,97.929
153,House,15966.07,3377.0,1723.0,3419.0,1682.0,4,R,Owned,2003,-2,-2,3,5,20,4,2,0,4,8,1,1,1,0,0,1,0,1,1,Male,1,master,3,36,43812.175151299394,4748.0,13559.0,1355.0,441.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91466.0,1971.0,441.564
154,House,7756.87,2522.0,2419.0,2645.0,2408.0,3,U,Owned,1970,-2,-2,1,5,10,3,2,0,3,6,1,1,1,0,0,1,0,1,1,Female,0,collage,2,47,28164.96974012104,1344.0,14598.0,1808.0,136.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63748.0,2035.0,124.992
155,House,10380.28,3609.0,1817.0,3556.0,1709.0,4,R,Owned,1953,-2,-2,1,5,20,3,2,1,3,6,1,1,1,1,1,1,1,1,1,Female,0,master,3,68,21906.087575649697,4488.0,14943.0,1634.0,822.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135242.0,2634.0,417.384
156,House,4224.0,4782.0,1330.0,4671.0,1678.0,4,U,Owned,1952,-2,-2,3,5,10,3,1,0,4,7,1,1,1,0,0,1,0,1,1,Female,1,collage,2,45,43812.175151299394,2271.0,7089.0,823.0,935.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120026.0,1877.0,211.203
157,House,18204.89,5447.0,746.0,5828.0,804.0,1,U,Owned,1956,-2,-2,3,5,10,3,2,0,3,6,0,-2,1,0,0,0,0,0,1,Male,0,master,1,78,12517.764328942685,1929.0,3977.0,649.0,1155.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131958.0,2389.0,179.397
158,House,11362.76,1605.0,2685.0,1698.0,2511.0,3,U,Owned,2001,-2,-2,1,5,10,3,3,0,7,10,1,1,1,1,0,1,0,1,1,Male,1,master,2,70,75106.58597365611,3200.0,19055.0,2259.0,190.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84491.0,2756.0,297.6
159,House,18935.07,4350.0,1167.0,4255.0,1265.0,4,U,Rented,2005,-2,-2,7,6,10,1,1,0,2,3,1,2,1,0,0,1,0,0,1,Male,1,collage,1,28,12517.764328942685,414.0,1790.0,294.0,708.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78677.0,1372.0,38.502
160,Apartment,6590.83,2710.0,1911.0,2803.0,1858.0,4,U,Rented,1980,2,8,3,-2,-2,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Female,2,master,3,51,15647.205411178356,1362.0,13374.0,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45632.0,1407.0,126.666
161,House,20603.47,5744.0,684.0,6160.0,771.0,1,U,Rented,1920,-2,-2,4,5,10,2,1,0,3,5,1,2,1,0,0,1,0,0,1,Male,1,collage,4,43,18776.646493414028,875.0,8501.0,580.0,620.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92555.0,1274.0,81.375
162,Apartment,12998.79,4628.0,1164.0,4655.0,1331.0,4,U,Rented,1965,2,10,1,-2,-2,2,1,0,3,5,1,1,1,1,0,1,0,0,1,Male,0,primary,3,72,43812.175151299394,912.0,9630.0,1440.0,206.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53973.0,1710.0,84.816
163,House,15075.45,3224.0,1868.0,3279.0,1977.0,4,U,Owned,1960,-2,-2,1,5,10,3,1,1,4,7,1,1,1,0,0,1,0,0,1,Female,0,primary,2,70,18776.646493414028,1681.0,11481.0,1161.0,440.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84273.0,1901.0,156.333
164,Apartment,15910.29,4848.0,848.0,4774.0,1097.0,4,U,Rented,1970,21,316,6,-2,-2,-2,1,0,1,1,1,1,1,0,0,1,1,0,1,Male,1,master,2,32,34423.85190459238,638.0,7852.0,1281.0,280.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55491.0,1687.0,59.333999999999996
165,House,4751.97,5726.0,785.0,6503.0,883.0,1,U,Owned,1988,-2,-2,1,6,10,4,3,0,5,9,1,1,1,0,0,1,1,1,1,Male,0,doctorate,2,72,56329.93948024208,2956.0,5160.0,524.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57069.0,909.0,274.908
166,Apartment,6787.05,1421.0,3529.0,1561.0,3098.0,3,U,Rented,2000,-2,-2,1,5,-2,4,2,0,2,6,0,-2,1,1,0,0,1,1,1,Female,0,master,3,21,1251.7764328942685,2552.0,15459.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52746.0,1540.0,237.33599999999998
167,House,13894.73,5037.0,894.0,5202.0,906.0,4,U,Owned,1971,-2,-2,3,5,20,4,2,1,3,7,1,1,1,1,1,1,1,1,1,Male,0,master,2,79,21906.087575649697,2071.0,10802.0,960.0,524.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90566.0,1813.0,192.603
168,House,4232.49,5965.0,702.0,5836.0,1084.0,1,U,Rented,1940,-2,-2,2,5,20,4,2,0,2,6,0,-2,1,1,1,0,0,0,1,Female,1,doctorate,3,52,31294.410822356713,2588.0,3386.0,526.0,1344.0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149313.0,1885.0,240.684
169,House,7348.35,3330.0,1659.0,2918.0,1774.0,4,U,Owned,1947,-2,-2,1,7,20,4,3,1,6,10,1,1,1,1,0,1,1,1,1,Female,0,master,3,23,75106.58597365611,6398.0,18196.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62085.0,1501.0,595.014
